variant_id,product_id,color,storage,size,cost_price,selling_price
575,174,Blue,,41 mm,12947.22,16599.00
576,174,Pink,,41 mm,12947.22,16599.00
577,174,Black,,41 mm,12947.22,16599.00
578,175,Blue,,41 mm,14273.22,18299.00
579,175,Pink,,41 mm,14273.22,18299.00
580,175,Black,,41 mm,14273.22,18299.00
581,176,Silver,,41 mm,14819.22,18999.00
582,176,Gold,,41 mm,14819.22,18999.00
583,176,Midnight,,41 mm,14819.22,18999.00
584,177,Gold,,41 mm,12791.22,16399.00
585,177,Midnight,,41 mm,12791.22,16399.00
586,177,Blue,,41 mm,12791.22,16399.00
587,178,Midnight,,41 mm,12791.22,16399.00
588,178,Blue,,41 mm,12791.22,16399.00
589,178,Pink,,41 mm,12791.22,16399.00
590,179,Black,,40 mm,11543.22,14799.00
591,179,Silver,,40 mm,11543.22,14799.00
592,179,Gold,,40 mm,11543.22,14799.00
593,180,Gold,,41 mm,9203.22,11799.00
594,180,Midnight,,41 mm,9203.22,11799.00
595,180,Blue,,41 mm,9203.22,11799.00
596,181,Midnight,,41 mm,8345.22,10699.00
597,181,Blue,,41 mm,8345.22,10699.00
598,181,Pink,,41 mm,8345.22,10699.00
599,182,Gold,,41 mm,9203.22,11799.00
600,182,Midnight,,41 mm,9203.22,11799.00
601,182,Blue,,41 mm,9203.22,11799.00
602,183,Pink,,41 mm,13103.22,16799.00
603,183,Black,,41 mm,13103.22,16799.00
604,183,Silver,,41 mm,13103.22,16799.00
605,184,Pink,,40 mm,17003.22,21799.00
606,184,Black,,40 mm,17003.22,21799.00
607,184,Silver,,40 mm,17003.22,21799.00
608,185,Black,,41 mm,16301.22,20899.00
609,185,Silver,,41 mm,16301.22,20899.00
610,185,Gold,,41 mm,16301.22,20899.00
611,186,White,,1 Ton,27519.20,34399.00
612,186,Silver,,1 Ton,27519.20,34399.00
613,186,Black,,1 Ton,27519.20,34399.00
614,187,Silver,,240 L,26719.20,33399.00
615,187,Black,,240 L,26719.20,33399.00
616,187,Gray,,240 L,26719.20,33399.00
617,188,Black,,1 Ton,25359.20,31699.00
618,188,Gray,,1 Ton,25359.20,31699.00
619,188,White,,1 Ton,25359.20,31699.00
620,189,White,,1 Ton,24079.20,30099.00
621,189,Silver,,1 Ton,24079.20,30099.00
622,189,Black,,1 Ton,24079.20,30099.00
623,190,White,,1 Ton,28239.20,35299.00
624,190,Silver,,1 Ton,28239.20,35299.00
625,190,Black,,1 Ton,28239.20,35299.00
626,191,Gray,,1 Ton,31077.18,37899.00
627,191,White,,1 Ton,31077.18,37899.00
628,191,Silver,,1 Ton,31077.18,37899.00
629,192,Silver,,240 L,28453.18,34699.00
630,192,Black,,240 L,28453.18,34699.00
631,192,Gray,,240 L,28453.18,34699.00
632,193,Black,,1 Ton,26157.18,31899.00
633,193,Gray,,1 Ton,26157.18,31899.00
634,193,White,,1 Ton,26157.18,31899.00
635,194,White,,1 Ton,27551.18,33599.00
636,194,Silver,,1 Ton,27551.18,33599.00
637,194,Black,,1 Ton,27551.18,33599.00
638,195,Silver,,240 L,22879.20,28599.00
639,195,Black,,240 L,22879.20,28599.00
640,195,Gray,,240 L,22879.20,28599.00
641,196,White,,1 Ton,21999.20,27499.00
642,196,Silver,,1 Ton,21999.20,27499.00
643,196,Black,,1 Ton,21999.20,27499.00
644,197,Silver,,240 L,23359.20,29199.00
645,197,Black,,240 L,23359.20,29199.00
646,197,Gray,,240 L,23359.20,29199.00
647,198,Black,,1 Ton,24319.20,30399.00
648,198,Gray,,1 Ton,24319.20,30399.00
649,198,White,,1 Ton,24319.20,30399.00
650,199,Silver,,240 L,25999.20,32499.00
651,199,Black,,240 L,25999.20,32499.00
652,199,Gray,,240 L,25999.20,32499.00
653,200,Black,,1 Ton,21279.20,26599.00
654,200,Gray,,1 Ton,21279.20,26599.00
655,200,White,,1 Ton,21279.20,26599.00
656,201,Silver,,240 L,21519.20,26899.00
657,201,Black,,240 L,21519.20,26899.00
658,201,Gray,,240 L,21519.20,26899.00
659,202,White,,1 Ton,23119.20,28899.00
660,202,Silver,,1 Ton,23119.20,28899.00
661,202,Black,,1 Ton,23119.20,28899.00
662,203,Black,,1 Ton,24079.20,30099.00
663,203,Gray,,1 Ton,24079.20,30099.00
664,203,White,,1 Ton,24079.20,30099.00
665,204,Gray,,1 Ton,25999.20,32499.00
666,204,White,,1 Ton,25999.20,32499.00
667,204,Silver,,1 Ton,25999.20,32499.00
668,205,Black,,1 Ton,25999.20,32499.00
669,205,Gray,,1 Ton,25999.20,32499.00
670,205,White,,1 Ton,25999.20,32499.00
671,206,Gray,,1 Ton,25519.20,31899.00
672,206,White,,1 Ton,25519.20,31899.00
673,207,Black,,1 Ton,24559.20,30699.00
674,207,Gray,,1 Ton,24559.20,30699.00
675,208,Gray,,1 Ton,23359.20,29199.00
676,208,White,,1 Ton,23359.20,29199.00
677,209,Black,,1 Ton,34799.20,43499.00
678,209,Gray,,1 Ton,34799.20,43499.00
679,210,Silver,,300 sq ft,28239.20,35299.00
680,210,Black,,300 sq ft,28239.20,35299.00
681,211,Gray,,4.1 L,5924.25,7899.00
682,211,White,,4.1 L,5924.25,7899.00
683,211,Silver,,4.1 L,5924.25,7899.00
684,212,Black,,500 W,6674.25,8899.00
685,212,Gray,,500 W,6674.25,8899.00
686,212,White,,500 W,6674.25,8899.00
687,213,Silver,,1.5 L,6299.25,8399.00
688,213,Black,,1.5 L,6299.25,8399.00
689,213,Gray,,1.5 L,6299.25,8399.00
690,214,Black,,Standard,7574.25,10099.00
691,214,Gray,,Standard,7574.25,10099.00
692,214,White,,Standard,7574.25,10099.00
693,215,Black,,1.5 L,3149.25,4199.00
694,215,Gray,,1.5 L,3149.25,4199.00
695,215,White,,1.5 L,3149.25,4199.00
696,216,Gray,,Standard,7649.25,10199.00
697,216,White,,Standard,7649.25,10199.00
698,216,Silver,,Standard,7649.25,10199.00
699,217,White,,20 L,6449.25,8599.00
700,217,Silver,,20 L,6449.25,8599.00
701,217,Black,,20 L,6449.25,8599.00
702,218,Gray,,20 L,5924.25,7899.00
703,218,White,,20 L,5924.25,7899.00
704,218,Silver,,20 L,5924.25,7899.00
705,219,Silver,,20 L,7724.25,10299.00
706,219,Black,,20 L,7724.25,10299.00
707,219,Gray,,20 L,7724.25,10299.00
708,220,Gray,,500 W,6674.25,8899.00
709,220,White,,500 W,6674.25,8899.00
710,220,Silver,,500 W,6674.25,8899.00
711,221,Gray,,2 Slice,3066.75,4089.00
712,221,White,,2 Slice,3066.75,4089.00
713,222,White,,4.1 L,7049.25,9399.00
714,222,Silver,,4.1 L,7049.25,9399.00
715,223,Black,,1.5 L,3186.75,4249.00
716,223,Gray,,1.5 L,3186.75,4249.00
717,224,Gray,,20 L,5624.25,7499.00
718,224,White,,20 L,5624.25,7499.00
719,225,Silver,,1.5 L,6149.25,8199.00
720,225,Black,,1.5 L,6149.25,8199.00
721,226,Black,,20 L,6674.25,8899.00
722,226,Gray,,20 L,6674.25,8899.00
723,227,Gray,,Standard,6449.25,8599.00
724,227,White,,Standard,6449.25,8599.00
725,228,Black,,60 cm,9374.25,12499.00
726,228,Gray,,60 cm,9374.25,12499.00
727,229,Silver,,60 cm,9299.25,12399.00
728,229,Black,,60 cm,9299.25,12399.00
729,230,Gray,,Standard,6824.25,9099.00
730,230,White,,Standard,6824.25,9099.00
731,231,Red,,,30615.14,35599.00
732,231,Gray,,,30615.14,35599.00
733,231,Black,,,30615.14,35599.00
734,231,White,,,30615.14,35599.00
735,231,Blue,,,30615.14,35599.00
736,232,Blue,,,31217.14,36299.00
737,232,Red,,,31217.14,36299.00
738,232,Gray,,,31217.14,36299.00
739,232,Black,,,31217.14,36299.00
740,232,White,,,31217.14,36299.00
741,233,Blue,,,29153.14,33899.00
742,233,Red,,,29153.14,33899.00
743,233,Gray,,,29153.14,33899.00
744,233,Black,,,29153.14,33899.00
745,234,Blue,,,28293.14,32899.00
746,234,Red,,,28293.14,32899.00
747,234,Gray,,,28293.14,32899.00
748,234,Black,,,28293.14,32899.00
749,235,Red,,,25619.16,30499.00
750,235,Gray,,,25619.16,30499.00
751,235,Black,,,25619.16,30499.00
752,235,White,,,25619.16,30499.00
753,236,White,,,31751.16,37799.00
754,236,Blue,,,31751.16,37799.00
755,236,Red,,,31751.16,37799.00
756,236,Gray,,,31751.16,37799.00
757,237,Gray,,,22343.16,26599.00
758,237,Black,,,22343.16,26599.00
759,237,White,,,22343.16,26599.00
760,237,Blue,,,22343.16,26599.00
761,238,Blue,,,26123.16,31099.00
762,238,Red,,,26123.16,31099.00
763,238,Gray,,,26123.16,31099.00
764,238,Black,,,26123.16,31099.00
765,239,Black,,,27467.16,32699.00
766,239,White,,,27467.16,32699.00
767,239,Blue,,,27467.16,32699.00
768,239,Red,,,27467.16,32699.00
769,240,Black,,,23267.16,27699.00
770,240,White,,,23267.16,27699.00
771,240,Blue,,,23267.16,27699.00
772,240,Red,,,23267.16,27699.00
773,241,Silver,,,2099.30,2999.00
774,241,Blue,,,2099.30,2999.00
775,241,Pink,,,2099.30,2999.00
776,241,Midnight,,,2099.30,2999.00
777,242,Blue,,,6089.30,8699.00
778,242,Pink,,,6089.30,8699.00
779,242,Midnight,,,6089.30,8699.00
780,242,Starlight,,,6089.30,8699.00
781,243,Gray,,,1938.30,2769.00
782,243,Black,,,1938.30,2769.00
783,243,White,,,1938.30,2769.00
784,243,Silver,,,1938.30,2769.00
785,244,Gray,,,1777.30,2539.00
786,244,Black,,,1777.30,2539.00
787,244,White,,,1777.30,2539.00
788,244,Silver,,,1777.30,2539.00
789,245,Gray,,,3467.32,5099.00
790,245,Black,,,3467.32,5099.00
791,245,White,,,3467.32,5099.00
792,245,Silver,,,3467.32,5099.00
793,246,Silver,,,3603.32,5299.00
794,246,Blue,,,3603.32,5299.00
795,246,Gray,,,3603.32,5299.00
796,246,Black,,,3603.32,5299.00
797,247,Silver,,,3943.32,5799.00
798,247,Blue,,,3943.32,5799.00
799,247,Gray,,,3943.32,5799.00
800,247,Black,,,3943.32,5799.00
801,248,Black,,,3467.32,5099.00
802,248,White,,,3467.32,5099.00
803,248,Silver,,,3467.32,5099.00
804,248,Blue,,,3467.32,5099.00
805,249,Silver,,,3535.32,5199.00
806,249,Blue,,,3535.32,5199.00
807,249,Gray,,,3535.32,5199.00
808,249,Black,,,3535.32,5199.00
809,250,Black,,,1332.12,1959.00
810,250,White,,,1332.12,1959.00
811,250,Silver,,,1332.12,1959.00
812,250,Blue,,,1332.12,1959.00
