order_id,customer_id,store_id,order_datetime,sales_channel,payment_method
6160,50739,54,2018-07-23 20:43:10,Offline Store,UPI
6161,46131,47,2018-07-23 21:53:54,Offline Store,UPI
6162,7522,103,2018-07-24 10:28:16,Offline Store,Cash
6163,1672,103,2018-07-24 15:09:48,Offline Store,Card
6164,87685,47,2018-07-24 16:07:30,Website,Card
6165,99134,28,2018-07-24 17:24:41,Offline Store,Cash
6166,7727,28,2018-07-24 17:52:05,Mobile App,UPI
6167,42724,72,2018-07-24 19:14:31,Offline Store,UPI
6168,14104,28,2018-07-24 20:36:10,Offline Store,Card
6169,52920,25,2018-07-24 21:38:06,Offline Store,UPI
6170,5236,17,2018-07-25 13:31:28,Offline Store,UPI
6171,74080,103,2018-07-25 13:33:49,Offline Store,Cash
6172,89110,42,2018-07-25 14:26:13,Mobile App,Card
6173,91671,42,2018-07-25 15:25:52,Offline Store,Cash
6174,70818,54,2018-07-25 16:33:10,Offline Store,Cash
6175,28562,22,2018-07-25 16:39:15,Mobile App,Card
6176,40457,22,2018-07-25 18:02:09,Offline Store,Cash
6177,34136,42,2018-07-25 18:19:52,Offline Store,UPI
6178,52461,22,2018-07-25 18:32:08,Mobile App,Card
6179,32042,28,2018-07-25 19:27:45,Offline Store,UPI
6180,2558,42,2018-07-25 19:34:02,Offline Store,UPI
6181,76399,25,2018-07-25 20:40:38,Offline Store,Cash
6182,29898,103,2018-07-25 20:57:58,Offline Store,UPI
6183,40442,72,2018-07-26 05:33:07,Amazon,Net Banking
6184,14762,25,2018-07-26 09:21:28,Website,UPI
6185,14997,25,2018-07-26 12:11:57,Offline Store,Card
6186,59975,17,2018-07-26 13:59:02,Offline Store,Cash
6187,15494,25,2018-07-26 14:05:40,Website,UPI
6188,7251,22,2018-07-26 15:47:26,Offline Store,Card
6189,88649,72,2018-07-26 17:11:39,Offline Store,Card
6190,88734,72,2018-07-26 20:42:05,Offline Store,UPI
6191,26819,72,2018-07-26 23:07:29,Flipkart,UPI
6192,13426,25,2018-07-27 09:54:18,Website,Net Banking
6193,53281,47,2018-07-27 12:59:13,Offline Store,UPI
6194,18188,47,2018-07-27 13:34:54,Offline Store,Cash
6195,34277,47,2018-07-27 15:45:40,Flipkart,Net Banking
6196,75182,72,2018-07-27 17:40:54,Mobile App,UPI
6197,9168,42,2018-07-27 18:00:27,Offline Store,Cash
6198,54710,17,2018-07-27 19:23:05,Amazon,Net Banking
6199,27854,17,2018-07-28 08:07:47,Amazon,Net Banking
6200,36014,25,2018-07-28 10:54:40,Offline Store,UPI
6201,58094,54,2018-07-28 13:30:40,Offline Store,UPI
6202,40012,72,2018-07-28 13:38:02,Offline Store,Cash
6203,96406,28,2018-07-28 15:48:33,Website,UPI
6204,26578,54,2018-07-28 17:26:28,Offline Store,UPI
6205,84498,103,2018-07-28 17:31:49,Offline Store,Card
6206,90697,103,2018-07-28 17:50:42,Offline Store,Cash
6207,84240,72,2018-07-28 18:11:43,Offline Store,UPI
6208,37920,17,2018-07-28 19:22:00,Offline Store,UPI
6209,55258,103,2018-07-28 20:06:21,Offline Store,Cash
6210,13650,47,2018-07-28 20:36:31,Offline Store,UPI
6211,47744,47,2018-07-29 10:33:09,Flipkart,Card
6212,61181,103,2018-07-29 11:35:43,Offline Store,Card
6213,33406,54,2018-07-29 12:48:53,Offline Store,Cash
6214,37420,72,2018-07-29 13:41:50,Offline Store,UPI
6215,5686,103,2018-07-29 15:36:44,Offline Store,Card
6216,32399,17,2018-07-29 17:35:18,Amazon,Net Banking
6217,10076,54,2018-07-29 18:03:29,Offline Store,UPI
6218,35570,22,2018-07-29 18:46:49,Offline Store,UPI
6219,76054,72,2018-07-29 19:24:20,Offline Store,Card
6220,62625,54,2018-07-29 19:36:46,Offline Store,Cash
6221,66521,103,2018-07-29 19:49:38,Offline Store,UPI
6222,86929,47,2018-07-29 20:18:45,Offline Store,Cash
6223,34593,47,2018-07-29 21:05:28,Offline Store,Cash
6224,98588,103,2018-07-29 21:29:32,Mobile App,Card
6225,89534,103,2018-07-30 10:33:29,Offline Store,UPI
6226,46247,25,2018-07-30 13:11:35,Offline Store,Cash
6227,2837,17,2018-07-30 13:21:34,Offline Store,Cash
6228,26008,17,2018-07-30 13:33:50,Offline Store,Cash
6229,21879,103,2018-07-30 13:49:29,Offline Store,Cash
6230,24505,22,2018-07-30 15:12:49,Offline Store,UPI
6231,79321,72,2018-07-30 16:35:00,Offline Store,UPI
6232,43550,54,2018-07-30 17:48:46,Mobile App,UPI
6233,89759,25,2018-07-30 17:56:01,Offline Store,Card
6234,74166,22,2018-07-30 17:56:39,Offline Store,Cash
6235,37962,25,2018-07-30 18:21:04,Website,Card
6236,11723,25,2018-07-30 18:34:18,Offline Store,Card
6237,12321,72,2018-07-30 19:28:11,Offline Store,UPI
6238,28141,103,2018-07-30 19:37:48,Offline Store,UPI
6239,25171,54,2018-07-30 20:57:06,Offline Store,Card
6240,28235,25,2018-07-30 21:31:31,Flipkart,Net Banking
6241,70545,72,2018-07-31 13:46:40,Mobile App,UPI
6242,85844,103,2018-07-31 15:03:51,Offline Store,Card
6243,5243,103,2018-07-31 15:29:55,Website,Card
6244,87128,22,2018-07-31 16:36:44,Offline Store,Cash
6245,74261,22,2018-07-31 17:51:12,Offline Store,Card
6246,48356,22,2018-07-31 18:14:43,Offline Store,Cash
6247,9885,25,2018-07-31 20:13:25,Website,UPI
6248,25137,72,2018-07-31 20:14:11,Offline Store,UPI
6249,27189,103,2018-07-31 20:57:33,Mobile App,Net Banking
6250,49706,17,2018-07-31 21:15:46,Offline Store,Cash
6251,4717,72,2018-07-31 22:06:35,Mobile App,UPI
6252,40024,72,2018-08-01 12:54:17,Website,UPI
6253,69162,72,2018-08-01 12:55:34,Offline Store,Card
6254,82340,22,2018-08-01 13:33:45,Offline Store,Card
6255,89282,28,2018-08-01 14:23:17,Offline Store,Cash
6256,16717,119,2018-08-01 17:11:44,Offline Store,Cash
6257,22791,17,2018-08-01 18:08:51,Offline Store,UPI
6258,46950,17,2018-08-01 18:18:27,Offline Store,UPI
6259,27660,42,2018-08-01 18:21:41,Offline Store,Cash
6260,90937,17,2018-08-01 18:38:23,Mobile App,UPI
6261,32956,103,2018-08-01 19:04:45,Website,Net Banking
6262,41576,42,2018-08-01 19:23:21,Offline Store,Cash
6263,807,25,2018-08-01 20:45:42,Offline Store,Card
6264,93866,17,2018-08-01 20:51:50,Offline Store,Cash
6265,18591,103,2018-08-01 21:37:48,Website,UPI
6266,2723,119,2018-08-02 12:27:24,Mobile App,UPI
6267,78208,25,2018-08-02 14:07:45,Website,UPI
6268,88566,25,2018-08-02 14:43:45,Offline Store,Card
6269,61997,72,2018-08-02 16:46:30,Offline Store,UPI
6270,79225,119,2018-08-02 17:07:59,Offline Store,Cash
6271,85003,47,2018-08-02 17:08:02,Offline Store,Cash
6272,71903,119,2018-08-02 18:08:35,Offline Store,Cash
6273,48525,72,2018-08-02 18:17:05,Offline Store,Card
6274,90524,72,2018-08-02 19:03:14,Offline Store,UPI
6275,54752,72,2018-08-02 19:48:11,Offline Store,Card
6276,44303,54,2018-08-03 10:05:44,Offline Store,Card
6277,80213,28,2018-08-03 15:52:46,Offline Store,Cash
6278,91016,72,2018-08-03 17:03:05,Offline Store,Cash
6279,83950,47,2018-08-03 17:18:27,Website,UPI
6280,32517,54,2018-08-03 17:26:32,Offline Store,UPI
6281,22205,25,2018-08-03 17:41:15,Offline Store,Cash
6282,46553,25,2018-08-03 19:18:13,Offline Store,UPI
6283,82861,42,2018-08-03 19:19:22,Website,Card
6284,60774,17,2018-08-03 19:24:11,Amazon,Net Banking
6285,40454,17,2018-08-03 19:38:49,Offline Store,UPI
6286,89843,103,2018-08-03 20:08:04,Offline Store,Cash
6287,60713,103,2018-08-03 20:58:59,Offline Store,UPI
6288,4530,17,2018-08-03 21:08:47,Offline Store,Card
6289,85630,103,2018-08-03 22:20:05,Mobile App,UPI
6290,45463,103,2018-08-04 04:47:12,Amazon,Net Banking
6291,85330,25,2018-08-04 13:12:50,Offline Store,Cash
6292,99745,25,2018-08-04 16:56:40,Offline Store,Cash
6293,25443,47,2018-08-04 17:17:13,Offline Store,Card
6294,28972,47,2018-08-04 17:18:04,Offline Store,Net Banking
6295,15622,42,2018-08-04 17:36:11,Offline Store,UPI
6296,34835,119,2018-08-04 17:53:37,Offline Store,Cash
6297,8798,22,2018-08-04 18:46:56,Offline Store,UPI
6298,96219,54,2018-08-04 18:59:33,Offline Store,Card
6299,25063,119,2018-08-04 19:07:45,Offline Store,UPI
6300,30255,42,2018-08-04 20:13:24,Offline Store,Cash
6301,28124,17,2018-08-04 20:16:20,Offline Store,UPI
6302,12984,119,2018-08-04 20:27:43,Offline Store,UPI
6303,56814,119,2018-08-04 21:47:00,Offline Store,UPI
6304,10141,54,2018-08-04 21:50:36,Offline Store,UPI
6305,83160,42,2018-08-05 06:14:47,Website,Cash
6306,95064,47,2018-08-05 10:01:27,Offline Store,UPI
6307,99793,25,2018-08-05 10:20:23,Offline Store,UPI
6308,41669,22,2018-08-05 12:39:18,Offline Store,UPI
6309,69627,103,2018-08-05 14:45:06,Offline Store,UPI
6310,71317,47,2018-08-05 15:30:48,Offline Store,UPI
6311,89538,103,2018-08-05 17:10:45,Mobile App,UPI
6312,87291,103,2018-08-05 18:04:01,Offline Store,UPI
6313,8493,72,2018-08-05 18:42:05,Offline Store,UPI
6314,45230,103,2018-08-05 18:47:46,Flipkart,UPI
6315,33991,22,2018-08-05 19:12:40,Website,UPI
6316,37949,28,2018-08-05 19:13:03,Offline Store,Cash
6317,46875,22,2018-08-05 19:31:34,Offline Store,Card
6318,34370,28,2018-08-05 19:32:29,Offline Store,Cash
6319,7714,22,2018-08-05 20:31:11,Offline Store,UPI
6320,13110,42,2018-08-05 20:33:30,Offline Store,Cash
6321,53993,119,2018-08-06 12:23:14,Offline Store,Cash
6322,6770,72,2018-08-06 15:18:42,Offline Store,Cash
6323,88204,119,2018-08-06 16:20:18,Offline Store,Card
6324,82518,72,2018-08-06 17:54:16,Website,UPI
6325,90546,72,2018-08-06 18:35:03,Offline Store,UPI
6326,74509,25,2018-08-06 18:48:31,Offline Store,Cash
6327,35220,119,2018-08-06 18:59:35,Offline Store,UPI
6328,3850,25,2018-08-06 19:19:32,Offline Store,UPI
6329,80632,72,2018-08-06 19:57:08,Offline Store,UPI
6330,45646,103,2018-08-06 20:03:54,Offline Store,Cash
6331,6428,103,2018-08-07 05:24:48,Website,Net Banking
6332,49476,72,2018-08-07 11:37:44,Offline Store,UPI
6333,99265,47,2018-08-07 13:20:01,Amazon,Net Banking
6334,82352,25,2018-08-07 13:43:05,Offline Store,UPI
6335,3482,28,2018-08-07 16:00:56,Offline Store,Cash
6336,92074,47,2018-08-07 17:47:56,Offline Store,Card
6337,23395,119,2018-08-07 18:09:26,Website,Net Banking
6338,45230,103,2018-08-07 18:28:27,Offline Store,Cash
6339,81450,17,2018-08-07 19:56:45,Offline Store,UPI
6340,10798,47,2018-08-07 20:30:39,Flipkart,Card
6341,35952,103,2018-08-07 21:34:15,Flipkart,UPI
6342,44303,54,2018-08-08 00:30:31,Flipkart,Net Banking
6343,95318,25,2018-08-08 09:29:08,Website,Net Banking
6344,22124,42,2018-08-08 10:02:41,Amazon,UPI
6345,35621,72,2018-08-08 12:26:24,Offline Store,UPI
6346,91763,103,2018-08-08 16:32:16,Offline Store,UPI
6347,67092,72,2018-08-08 16:57:45,Offline Store,UPI
6348,58594,28,2018-08-08 17:52:29,Offline Store,Cash
6349,52471,72,2018-08-08 18:59:24,Offline Store,UPI
6350,13799,42,2018-08-08 20:31:51,Offline Store,Card
6351,86799,47,2018-08-08 20:56:50,Offline Store,Cash
6352,73600,22,2018-08-08 21:24:13,Amazon,UPI
6353,20370,28,2018-08-08 21:54:46,Mobile App,UPI
6354,19448,54,2018-08-08 22:40:32,Website,Card
6355,96753,17,2018-08-09 05:30:03,Mobile App,UPI
6356,84344,103,2018-08-09 14:39:25,Offline Store,UPI
6357,43198,25,2018-08-09 16:51:39,Offline Store,UPI
6358,78308,22,2018-08-09 16:51:50,Offline Store,Card
6359,66476,47,2018-08-09 17:19:22,Offline Store,UPI
6360,51952,72,2018-08-09 17:28:03,Amazon,Card
6361,1262,103,2018-08-09 21:26:25,Offline Store,Net Banking
6362,2955,119,2018-08-10 10:03:27,Offline Store,UPI
6363,94632,72,2018-08-10 11:09:51,Website,UPI
6364,29930,119,2018-08-10 12:25:33,Offline Store,Cash
6365,8097,47,2018-08-10 13:06:17,Offline Store,Cash
6366,52827,103,2018-08-10 13:24:57,Offline Store,Card
6367,40185,17,2018-08-10 13:47:22,Mobile App,Net Banking
6368,33990,25,2018-08-10 15:02:50,Offline Store,Card
6369,27329,103,2018-08-10 17:45:26,Offline Store,UPI
6370,53390,47,2018-08-10 19:07:40,Offline Store,UPI
6371,11863,25,2018-08-10 19:26:34,Offline Store,UPI
6372,54970,47,2018-08-10 19:56:17,Offline Store,Cash
6373,22003,28,2018-08-10 21:48:29,Amazon,Card
6374,37150,72,2018-08-11 11:12:27,Website,Card
6375,81279,25,2018-08-11 12:48:30,Offline Store,Cash
6376,16441,42,2018-08-11 13:39:10,Offline Store,UPI
6377,29426,54,2018-08-11 14:26:58,Offline Store,UPI
6378,42125,42,2018-08-11 14:42:28,Offline Store,UPI
6379,59768,72,2018-08-11 15:33:52,Offline Store,Cash
6380,12832,54,2018-08-11 15:46:23,Offline Store,UPI
6381,10417,72,2018-08-11 16:24:05,Offline Store,Cash
6382,38511,47,2018-08-11 18:02:49,Offline Store,Card
6383,38593,47,2018-08-11 19:36:06,Offline Store,UPI
6384,26298,103,2018-08-11 20:53:20,Offline Store,UPI
6385,71217,17,2018-08-12 07:19:16,Mobile App,Card
6386,61351,54,2018-08-12 08:07:53,Mobile App,Net Banking
6387,28195,28,2018-08-12 11:10:18,Offline Store,Cash
6388,25657,119,2018-08-12 11:26:10,Offline Store,UPI
6389,50712,17,2018-08-12 12:50:12,Offline Store,UPI
6390,88921,103,2018-08-12 13:18:02,Offline Store,Cash
6391,79238,28,2018-08-12 15:07:20,Amazon,Net Banking
6392,39149,42,2018-08-12 16:18:53,Offline Store,UPI
6393,58632,25,2018-08-12 16:58:57,Website,Net Banking
6394,25695,103,2018-08-12 17:00:08,Offline Store,Card
6395,8244,119,2018-08-12 17:59:03,Offline Store,UPI
6396,35901,17,2018-08-12 18:26:00,Offline Store,Cash
6397,49894,54,2018-08-12 19:16:30,Offline Store,UPI
6398,7409,25,2018-08-13 10:01:31,Amazon,Cash
6399,87542,119,2018-08-13 10:25:57,Offline Store,Cash
6400,87747,28,2018-08-13 13:59:49,Offline Store,UPI
6401,65633,42,2018-08-13 14:00:26,Offline Store,UPI
6402,24401,119,2018-08-13 16:28:29,Offline Store,Cash
6403,52368,22,2018-08-13 18:18:05,Offline Store,UPI
6404,1263,103,2018-08-13 18:31:05,Website,UPI
6405,13501,25,2018-08-13 18:44:22,Offline Store,Cash
6406,89318,22,2018-08-13 19:35:56,Offline Store,UPI
6407,24534,103,2018-08-13 19:41:16,Offline Store,Cash
6408,33348,17,2018-08-13 19:47:09,Mobile App,UPI
6409,95687,47,2018-08-13 20:20:17,Offline Store,Cash
6410,22395,47,2018-08-13 20:24:05,Website,UPI
6411,58400,119,2018-08-13 20:36:21,Offline Store,UPI
6412,99729,119,2018-08-13 21:51:01,Offline Store,UPI
6413,8872,103,2018-08-14 12:53:14,Offline Store,Card
6414,81029,72,2018-08-14 14:58:15,Offline Store,Card
6415,8850,25,2018-08-14 14:59:12,Offline Store,Cash
6416,60246,72,2018-08-14 16:29:11,Offline Store,UPI
6417,28739,119,2018-08-14 16:48:36,Amazon,Card
6418,29779,72,2018-08-14 17:00:01,Mobile App,UPI
6419,524,119,2018-08-14 17:18:43,Offline Store,Card
6420,13424,72,2018-08-14 18:25:07,Offline Store,Cash
6421,14096,42,2018-08-14 19:53:16,Website,UPI
6422,78513,54,2018-08-14 20:51:00,Offline Store,UPI
6423,67133,72,2018-08-15 13:22:20,Mobile App,UPI
6424,89377,17,2018-08-15 14:37:55,Flipkart,Card
6425,39573,119,2018-08-15 16:27:57,Offline Store,Cash
6426,40863,28,2018-08-15 17:10:19,Offline Store,UPI
6427,57645,25,2018-08-15 17:14:09,Mobile App,UPI
6428,65671,42,2018-08-15 19:17:02,Offline Store,Cash
6429,84841,47,2018-08-15 20:32:46,Offline Store,UPI
6430,40477,17,2018-08-15 21:20:13,Amazon,Net Banking
6431,10239,47,2018-08-15 21:27:38,Website,UPI
6432,95079,22,2018-08-15 21:29:59,Website,UPI
6433,79214,119,2018-08-15 21:37:32,Offline Store,Card
6434,57354,54,2018-08-15 21:46:13,Flipkart,Net Banking
6435,49823,103,2018-08-15 22:14:48,Mobile App,UPI
6436,14892,103,2018-08-16 14:01:03,Offline Store,UPI
6437,41015,72,2018-08-16 16:25:27,Offline Store,Cash
6438,83166,119,2018-08-16 16:28:58,Offline Store,UPI
6439,2017,25,2018-08-16 17:31:37,Website,Card
6440,38771,72,2018-08-16 17:45:37,Offline Store,Cash
6441,77929,42,2018-08-16 18:59:02,Offline Store,UPI
6442,2446,103,2018-08-16 19:33:16,Offline Store,UPI
6443,76417,72,2018-08-17 09:11:53,Website,Card
6444,5207,42,2018-08-17 13:31:12,Offline Store,UPI
6445,30036,119,2018-08-17 14:09:07,Offline Store,Card
6446,75130,47,2018-08-17 15:50:27,Offline Store,UPI
6447,33621,47,2018-08-17 17:30:41,Mobile App,Card
6448,86706,103,2018-08-17 17:33:15,Mobile App,UPI
6449,95040,103,2018-08-17 19:22:53,Offline Store,Cash
6450,78100,47,2018-08-17 20:32:56,Offline Store,UPI
6451,6222,42,2018-08-17 20:59:07,Offline Store,UPI
6452,6770,72,2018-08-17 21:01:19,Offline Store,Card
6453,65556,17,2018-08-18 08:46:58,Website,Net Banking
6454,6496,42,2018-08-18 10:34:22,Mobile App,UPI
6455,6183,22,2018-08-18 11:21:51,Offline Store,Cash
6456,18676,17,2018-08-18 11:37:49,Offline Store,UPI
6457,25758,54,2018-08-18 11:46:12,Offline Store,UPI
6458,5998,28,2018-08-18 13:00:30,Offline Store,Card
6459,93846,28,2018-08-18 14:26:27,Offline Store,Card
6460,29071,42,2018-08-18 14:49:04,Offline Store,UPI
6461,25286,72,2018-08-18 14:58:27,Offline Store,Cash
6462,55703,25,2018-08-18 15:45:04,Offline Store,Net Banking
6463,56023,54,2018-08-18 15:58:31,Offline Store,Cash
6464,22952,22,2018-08-18 16:18:42,Offline Store,Card
6465,33144,17,2018-08-18 16:53:34,Offline Store,UPI
6466,13108,25,2018-08-18 16:59:05,Mobile App,Card
6467,46023,22,2018-08-18 17:10:20,Offline Store,UPI
6468,25627,119,2018-08-18 17:17:37,Mobile App,UPI
6469,99816,103,2018-08-18 17:22:32,Offline Store,Card
6470,11837,42,2018-08-18 18:21:46,Offline Store,UPI
6471,63543,103,2018-08-18 19:07:42,Offline Store,Cash
6472,13485,17,2018-08-18 20:32:36,Offline Store,Cash
6473,41281,25,2018-08-18 20:36:32,Offline Store,UPI
6474,30400,42,2018-08-18 20:59:12,Offline Store,UPI
6475,86140,25,2018-08-18 21:54:20,Offline Store,Card
6476,18244,72,2018-08-19 11:27:31,Offline Store,Card
6477,87439,47,2018-08-19 12:01:48,Offline Store,Card
6478,44268,119,2018-08-19 12:41:26,Offline Store,Cash
6479,32313,28,2018-08-19 14:26:06,Offline Store,UPI
6480,76400,28,2018-08-19 14:29:24,Offline Store,UPI
6481,86589,119,2018-08-19 17:16:22,Offline Store,Net Banking
6482,17415,119,2018-08-19 17:23:26,Offline Store,Cash
6483,48187,25,2018-08-19 17:36:33,Offline Store,UPI
6484,63601,17,2018-08-19 17:59:30,Offline Store,UPI
6485,57454,72,2018-08-19 19:22:15,Website,Net Banking
6486,58255,103,2018-08-19 19:34:20,Offline Store,UPI
6487,22303,47,2018-08-19 19:41:13,Offline Store,UPI
6488,83986,42,2018-08-19 20:04:45,Offline Store,Card
6489,79496,72,2018-08-19 20:45:54,Offline Store,Cash
6490,20220,72,2018-08-19 20:48:50,Offline Store,Cash
6491,64977,25,2018-08-19 21:29:38,Offline Store,Card
6492,26073,54,2018-08-20 11:37:53,Offline Store,Card
6493,68689,25,2018-08-20 14:46:26,Offline Store,UPI
6494,44277,17,2018-08-20 15:25:12,Offline Store,UPI
6495,5748,25,2018-08-20 17:28:18,Offline Store,Card
6496,75632,25,2018-08-20 17:47:03,Website,Card
6497,39420,119,2018-08-20 18:20:40,Offline Store,Cash
6498,57175,17,2018-08-20 18:21:07,Offline Store,Cash
6499,20976,25,2018-08-20 20:05:31,Offline Store,Card
6500,80451,28,2018-08-20 20:11:47,Offline Store,Card
6501,29748,42,2018-08-21 11:42:46,Website,Card
6502,64351,22,2018-08-21 12:03:29,Offline Store,Cash
6503,9823,47,2018-08-21 16:36:32,Offline Store,Card
6504,94489,72,2018-08-21 17:03:44,Offline Store,UPI
6505,72527,54,2018-08-21 17:20:22,Offline Store,UPI
6506,15958,119,2018-08-21 17:44:28,Offline Store,Cash
6507,87054,47,2018-08-21 17:49:50,Offline Store,Net Banking
6508,14730,25,2018-08-21 17:52:27,Offline Store,UPI
6509,62145,103,2018-08-21 17:59:36,Offline Store,Card
6510,10192,103,2018-08-21 18:03:46,Mobile App,UPI
6511,58121,54,2018-08-21 19:43:41,Offline Store,Card
6512,62525,47,2018-08-21 20:22:10,Offline Store,Card
6513,13731,47,2018-08-21 20:39:29,Offline Store,Cash
6514,12181,103,2018-08-21 20:42:15,Offline Store,UPI
6515,49894,54,2018-08-22 10:03:01,Offline Store,Cash
6516,72214,25,2018-08-22 11:29:50,Offline Store,UPI
6517,82669,42,2018-08-22 15:36:38,Website,Net Banking
6518,55174,72,2018-08-22 18:12:37,Website,Net Banking
6519,22396,103,2018-08-22 19:02:17,Website,UPI
6520,56625,25,2018-08-22 20:36:11,Offline Store,Cash
6521,89955,28,2018-08-22 20:45:00,Offline Store,Card
6522,63010,54,2018-08-23 01:01:43,Mobile App,Card
6523,73757,103,2018-08-23 15:22:09,Offline Store,UPI
6524,29749,22,2018-08-23 16:27:44,Offline Store,Cash
6525,72368,103,2018-08-23 17:05:15,Offline Store,UPI
6526,21288,119,2018-08-23 19:36:35,Offline Store,UPI
6527,22395,47,2018-08-23 20:41:27,Offline Store,UPI
6528,78242,72,2018-08-23 20:43:58,Offline Store,UPI
6529,12949,25,2018-08-24 10:03:22,Offline Store,Cash
6530,35419,47,2018-08-24 12:42:06,Offline Store,UPI
6531,64537,54,2018-08-24 13:02:30,Amazon,Card
6532,88350,25,2018-08-24 18:13:51,Offline Store,UPI
6533,31050,25,2018-08-24 18:26:06,Offline Store,Net Banking
6534,88748,47,2018-08-24 19:12:09,Offline Store,Cash
6535,46791,119,2018-08-24 20:44:17,Offline Store,UPI
6536,87333,22,2018-08-25 12:14:23,Offline Store,Card
6537,74521,47,2018-08-25 13:52:20,Offline Store,UPI
6538,77774,25,2018-08-25 14:15:58,Mobile App,Net Banking
6539,89641,72,2018-08-25 14:54:28,Mobile App,Card
6540,39060,103,2018-08-25 15:01:55,Flipkart,Card
6541,75028,22,2018-08-25 15:19:48,Offline Store,UPI
6542,2744,25,2018-08-25 16:42:29,Offline Store,Cash
6543,963,22,2018-08-25 17:52:17,Offline Store,Card
6544,48018,119,2018-08-25 18:09:52,Offline Store,Card
6545,12097,42,2018-08-25 18:15:57,Offline Store,UPI
6546,63158,22,2018-08-25 18:27:28,Offline Store,Cash
6547,91943,28,2018-08-25 18:37:55,Flipkart,Card
6548,95894,119,2018-08-25 19:16:29,Offline Store,UPI
6549,20925,72,2018-08-25 19:41:51,Offline Store,UPI
6550,74654,25,2018-08-25 20:11:27,Offline Store,UPI
6551,82122,103,2018-08-25 20:15:32,Offline Store,Card
6552,22888,103,2018-08-25 20:43:20,Website,Net Banking
6553,47790,119,2018-08-26 15:32:20,Offline Store,UPI
6554,93800,22,2018-08-26 16:03:49,Website,UPI
6555,47379,54,2018-08-26 16:34:51,Offline Store,Cash
6556,75108,28,2018-08-26 17:58:33,Offline Store,UPI
6557,61920,22,2018-08-26 18:01:13,Offline Store,Card
6558,94615,54,2018-08-26 18:07:08,Offline Store,Card
6559,97038,103,2018-08-26 18:09:29,Offline Store,Cash
6560,86045,42,2018-08-26 18:38:45,Offline Store,UPI
6561,70324,17,2018-08-26 18:59:31,Offline Store,UPI
6562,82393,103,2018-08-26 19:13:43,Flipkart,UPI
6563,18966,28,2018-08-26 19:53:01,Offline Store,UPI
6564,60087,119,2018-08-26 20:03:24,Offline Store,UPI
6565,42832,119,2018-08-26 20:18:45,Offline Store,UPI
6566,41907,72,2018-08-26 20:23:45,Offline Store,UPI
6567,92368,72,2018-08-26 20:49:28,Offline Store,UPI
6568,30274,47,2018-08-26 20:49:31,Mobile App,Net Banking
6569,85481,119,2018-08-26 20:58:26,Offline Store,UPI
6570,29525,119,2018-08-26 21:54:04,Offline Store,Card
6571,36867,103,2018-08-27 14:20:07,Offline Store,Card
6572,33988,47,2018-08-27 14:26:30,Offline Store,UPI
6573,45259,25,2018-08-27 14:34:36,Offline Store,Card
6574,40426,119,2018-08-27 17:22:46,Offline Store,UPI
6575,56043,72,2018-08-27 17:23:00,Offline Store,Cash
6576,56663,54,2018-08-27 18:23:11,Offline Store,UPI
6577,26821,103,2018-08-27 18:42:28,Offline Store,Cash
6578,45261,47,2018-08-27 18:55:10,Offline Store,Cash
6579,66067,42,2018-08-27 19:21:14,Offline Store,UPI
6580,89669,25,2018-08-27 19:56:53,Offline Store,Cash
6581,62949,28,2018-08-27 20:05:26,Mobile App,UPI
6582,54206,42,2018-08-27 20:48:37,Website,UPI
6583,89454,119,2018-08-28 12:01:32,Offline Store,Cash
6584,94402,25,2018-08-28 13:12:09,Offline Store,Cash
6585,15892,119,2018-08-28 13:37:06,Offline Store,UPI
6586,87009,25,2018-08-28 15:00:14,Flipkart,Card
6587,24951,22,2018-08-28 18:58:56,Offline Store,Card
6588,99053,47,2018-08-28 18:59:45,Website,UPI
6589,55879,25,2018-08-28 19:16:07,Offline Store,Cash
6590,40602,22,2018-08-28 19:25:54,Offline Store,UPI
6591,8402,103,2018-08-28 20:21:26,Offline Store,Card
6592,16604,119,2018-08-28 21:58:40,Offline Store,Cash
6593,56390,103,2018-08-29 10:22:05,Website,Net Banking
6594,40513,119,2018-08-29 13:14:33,Offline Store,Cash
6595,2898,103,2018-08-29 13:53:51,Offline Store,Cash
6596,60287,22,2018-08-29 15:34:53,Offline Store,UPI
6597,90006,22,2018-08-29 16:18:32,Offline Store,UPI
6598,38168,28,2018-08-29 17:04:07,Offline Store,UPI
6599,96689,42,2018-08-29 18:15:05,Offline Store,Cash
6600,52744,47,2018-08-29 18:46:48,Offline Store,Cash
6601,62623,47,2018-08-29 18:52:33,Offline Store,Net Banking
6602,39676,28,2018-08-29 19:09:51,Offline Store,UPI
6603,50665,25,2018-08-29 19:41:19,Offline Store,UPI
6604,38330,17,2018-08-29 21:23:15,Offline Store,UPI
6605,793,103,2018-08-29 21:50:15,Offline Store,Card
6606,24962,25,2018-08-30 13:45:28,Offline Store,Card
6607,76587,54,2018-08-30 14:33:55,Offline Store,UPI
6608,89309,22,2018-08-30 16:07:31,Offline Store,UPI
6609,89380,25,2018-08-30 20:51:11,Offline Store,Cash
6610,96733,47,2018-08-30 20:54:57,Offline Store,Cash
6611,18889,22,2018-08-31 10:09:57,Offline Store,UPI
6612,31328,72,2018-08-31 14:09:39,Offline Store,Card
6613,92658,54,2018-08-31 15:27:19,Website,UPI
6614,40562,103,2018-08-31 17:47:09,Offline Store,Card
6615,59587,103,2018-08-31 17:52:47,Website,UPI
