return_id,order_detail_id,return_datetime,returned_quantity,return_status
561,38750,2020-07-04 23:33:01,1,Refunded
562,39033,2020-07-06 7:50:29,1,Rejected
563,39203,2020-07-10 6:03:26,1,Refunded
564,38628,2020-07-11 3:55:00,1,Refunded
565,39612,2020-07-13 18:42:37,1,Refunded
566,39713,2020-07-14 0:57:23,1,Replaced
567,39457,2020-07-16 17:44:57,1,Refunded
568,40096,2020-07-18 9:15:13,1,Replaced
569,40119,2020-07-20 3:59:06,1,Refunded
570,39728,2020-07-21 5:05:57,1,Refunded
571,40108,2020-07-21 12:47:02,2,Refunded
572,39891,2020-07-21 19:11:10,1,Refunded
573,40144,2020-07-21 22:48:34,1,Replaced
574,40063,2020-07-22 6:34:00,1,Replaced
575,40288,2020-07-22 20:44:51,1,Requested
576,40236,2020-07-23 23:58:48,1,Refunded
577,40419,2020-07-25 18:30:00,2,Refunded
578,40039,2020-07-26 19:17:41,1,Refunded
579,40444,2020-07-28 2:15:33,1,Refunded
580,40122,2020-07-28 6:03:43,1,Rejected
581,39592,2020-07-28 13:31:55,1,Refunded
582,40660,2020-07-30 6:35:55,1,Requested
583,40648,2020-08-01 4:50:11,1,Refunded
584,40681,2020-08-03 13:38:21,2,Refunded
585,40822,2020-08-04 13:33:20,2,Approved
586,40744,2020-08-07 8:07:30,1,Refunded
587,41031,2020-08-07 16:39:09,1,Refunded
588,39714,2020-08-09 4:59:07,1,Refunded
589,41037,2020-08-13 8:22:49,1,Refunded
590,40933,2020-08-14 18:42:32,1,Refunded
591,40598,2020-08-15 2:04:32,1,Refunded
592,41374,2020-08-15 21:46:19,1,Rejected
593,41361,2020-08-16 7:11:07,1,Rejected
594,41194,2020-08-17 5:26:49,1,Refunded
595,41270,2020-08-18 4:45:14,1,Refunded
596,40633,2020-08-20 7:34:29,1,Refunded
597,41591,2020-08-21 15:05:04,2,Approved
598,41422,2020-08-21 20:34:56,1,Refunded
599,41583,2020-08-22 20:29:37,1,Rejected
600,41515,2020-08-22 22:47:42,1,Refunded
601,41756,2020-08-23 1:16:19,2,Refunded
602,41678,2020-08-23 6:38:11,1,Rejected
603,41356,2020-08-26 15:12:49,1,Refunded
604,41553,2020-08-27 17:22:08,1,Refunded
605,41862,2020-08-30 0:53:26,1,Replaced
606,41775,2020-08-30 16:51:34,1,Refunded
607,42254,2020-09-03 8:36:10,1,Refunded
608,42109,2020-09-03 8:40:02,1,Refunded
609,41934,2020-09-03 11:32:57,1,Refunded
610,42142,2020-09-04 2:58:09,1,Refunded
611,42181,2020-09-05 1:17:24,1,Refunded
612,41928,2020-09-06 9:12:23,1,Rejected
613,41942,2020-09-08 1:46:24,1,Refunded
614,42562,2020-09-08 20:08:00,1,Refunded
615,41402,2020-09-09 8:06:38,1,Refunded
616,42111,2020-09-10 4:44:22,1,Refunded
617,41677,2020-09-10 6:50:11,1,Refunded
618,42742,2020-09-11 23:20:01,1,Refunded
619,42296,2020-09-13 7:44:08,1,Refunded
620,42594,2020-09-13 21:59:18,1,Refunded
621,42690,2020-09-14 6:04:57,1,Replaced
622,42544,2020-09-14 8:59:15,1,Refunded
623,42592,2020-09-14 9:42:47,1,Rejected
624,41812,2020-09-14 16:38:38,1,Refunded
625,42558,2020-09-17 0:14:10,1,Refunded
626,42810,2020-09-18 8:32:30,2,Refunded
627,43027,2020-09-18 10:18:42,1,Refunded
628,42898,2020-09-19 7:56:35,1,Replaced
629,42739,2020-09-24 20:50:50,1,Refunded
630,43124,2020-09-30 0:16:50,1,Refunded
631,43532,2020-09-30 12:54:08,1,Replaced
632,43461,2020-10-05 20:21:54,1,Replaced
633,43377,2020-10-06 9:24:27,1,Approved
634,44143,2020-10-07 9:30:44,1,Refunded
635,44278,2020-10-07 13:25:25,2,Approved
636,44180,2020-10-08 3:54:17,1,Refunded
637,44171,2020-10-08 8:20:20,1,Requested
638,44373,2020-10-09 18:20:56,1,Refunded
639,44272,2020-10-11 19:11:44,1,Refunded
640,44218,2020-10-12 0:33:36,1,Replaced
641,44057,2020-10-12 0:46:27,1,Refunded
642,44458,2020-10-12 1:38:48,1,Refunded
643,44289,2020-10-12 14:26:51,1,Refunded
644,43696,2020-10-13 2:18:12,1,Refunded
645,44592,2020-10-14 5:26:26,1,Refunded
646,43788,2020-10-15 10:52:30,1,Refunded
647,44399,2020-10-15 13:56:01,1,Refunded
648,44551,2020-10-15 15:27:35,2,Refunded
649,44898,2020-10-15 22:33:22,1,Refunded
650,44735,2020-10-16 4:53:27,2,Refunded
651,44048,2020-10-17 1:14:51,1,Approved
652,44109,2020-10-17 6:20:31,1,Refunded
653,44032,2020-10-17 13:07:37,1,Replaced
654,44807,2020-10-18 17:16:10,1,Rejected
655,44939,2020-10-20 0:34:36,1,Refunded
656,44587,2020-10-20 4:11:34,1,Refunded
657,44722,2020-10-20 5:44:21,1,Refunded
658,45264,2020-10-20 12:20:12,1,Rejected
659,45292,2020-10-22 16:28:52,2,Refunded
660,45327,2020-10-23 17:26:47,1,Refunded
661,44296,2020-10-24 2:41:45,1,Refunded
662,44869,2020-10-24 8:23:07,1,Refunded
663,45470,2020-10-24 10:33:09,1,Rejected
664,44300,2020-10-26 3:34:29,1,Refunded
665,43725,2020-10-28 7:23:41,1,Refunded
666,45617,2020-10-29 11:48:56,1,Approved
667,46046,2020-10-30 1:22:14,1,Refunded
668,41974,2020-10-30 3:14:53,1,Refunded
669,44206,2020-10-30 13:02:27,1,Replaced
670,45940,2020-10-30 16:19:54,2,Replaced
671,44956,2020-11-01 21:48:59,1,Approved
672,43004,2020-11-02 4:53:15,1,Refunded
673,46362,2020-11-02 12:51:28,1,Replaced
674,45921,2020-11-02 18:56:23,1,Refunded
675,46267,2020-11-02 19:12:42,1,Refunded
676,46353,2020-11-03 7:35:10,1,Refunded
677,45657,2020-11-04 4:24:11,1,Rejected
678,45895,2020-11-04 6:39:01,1,Refunded
679,46263,2020-11-04 21:02:43,1,Refunded
680,46798,2020-11-05 19:16:19,1,Refunded
681,42827,2020-11-07 0:26:18,1,Refunded
682,46236,2020-11-07 10:24:35,1,Refunded
683,46932,2020-11-07 13:25:46,1,Refunded
684,46878,2020-11-07 22:06:08,1,Refunded
685,46988,2020-11-08 0:12:18,1,Refunded
686,45928,2020-11-08 2:54:48,1,Refunded
687,46644,2020-11-09 1:01:36,1,Refunded
688,46060,2020-11-09 1:02:23,1,Replaced
689,46574,2020-11-09 9:22:32,1,Replaced
690,46017,2020-11-09 10:07:40,1,Approved
691,46783,2020-11-10 6:07:09,2,Refunded
692,47251,2020-11-10 8:09:49,1,Refunded
693,46245,2020-11-12 1:02:20,1,Rejected
694,47039,2020-11-13 3:30:27,1,Refunded
695,46636,2020-11-13 5:05:09,1,Replaced
696,46318,2020-11-13 9:57:12,1,Approved
697,45518,2020-11-13 21:25:27,1,Refunded
698,47632,2020-11-14 13:31:02,1,Refunded
699,47370,2020-11-15 7:53:23,1,Refunded
700,47542,2020-11-15 11:12:03,1,Replaced
701,47226,2020-11-15 12:14:03,1,Refunded
702,47413,2020-11-15 16:47:16,1,Refunded
703,47100,2020-11-16 1:39:42,1,Refunded
704,47848,2020-11-16 21:22:35,2,Refunded
705,46744,2020-11-17 9:08:05,1,Refunded
706,47828,2020-11-17 13:22:15,1,Approved
707,47271,2020-11-17 17:52:58,1,Approved
708,45983,2020-11-18 1:37:35,1,Refunded
709,47506,2020-11-18 3:46:02,1,Rejected
710,47841,2020-11-18 19:44:05,1,Refunded
711,47617,2020-11-20 1:51:58,1,Replaced
712,48026,2020-11-20 8:00:22,1,Rejected
713,47866,2020-11-20 11:30:58,1,Refunded
714,47636,2020-11-21 14:42:27,1,Approved
715,48137,2020-11-22 0:55:17,1,Refunded
716,46099,2020-11-22 2:07:48,1,Refunded
717,48186,2020-11-22 12:19:50,1,Refunded
718,47628,2020-11-23 14:50:06,1,Refunded
719,48007,2020-11-23 20:59:38,1,Refunded
720,47562,2020-11-24 17:34:04,1,Refunded
721,48077,2020-11-25 9:13:31,1,Refunded
722,48334,2020-11-26 2:05:12,2,Refunded
723,48680,2020-11-26 12:24:05,1,Rejected
724,48606,2020-11-26 14:09:45,2,Refunded
725,48706,2020-11-26 18:56:27,1,Refunded
726,48740,2020-11-27 3:18:12,1,Replaced
727,48031,2020-11-29 1:43:29,1,Refunded
728,48927,2020-11-30 11:26:01,2,Refunded
729,46856,2020-11-30 20:28:55,1,Refunded
730,48063,2020-12-01 18:11:43,1,Refunded
731,49303,2020-12-03 7:28:05,1,Replaced
732,48761,2020-12-04 15:01:43,1,Rejected
733,49343,2020-12-05 22:21:26,1,Refunded
734,48968,2020-12-06 3:28:33,1,Rejected
735,48646,2020-12-06 23:54:10,1,Refunded
736,49217,2020-12-07 6:32:38,1,Refunded
737,49196,2020-12-08 7:36:47,1,Refunded
738,48987,2020-12-10 21:26:33,1,Refunded
739,49253,2020-12-11 6:06:45,1,Refunded
740,49755,2020-12-13 3:05:18,1,Refunded
741,48894,2020-12-13 7:11:04,1,Refunded
742,49569,2020-12-13 13:01:10,1,Refunded
743,48356,2020-12-14 11:37:09,1,Approved
744,47384,2020-12-15 5:58:49,1,Replaced
745,49429,2020-12-15 14:23:49,1,Requested
746,49889,2020-12-16 17:04:10,1,Refunded
747,49521,2020-12-16 22:58:49,1,Rejected
748,49391,2020-12-18 21:55:03,1,Replaced
749,49160,2020-12-18 22:05:05,1,Replaced
750,50008,2020-12-20 5:30:38,1,Refunded
751,49456,2020-12-20 12:17:57,1,Refunded
752,50082,2020-12-20 19:58:36,1,Refunded
753,49944,2020-12-21 16:30:07,1,Refunded
754,50159,2020-12-21 19:31:38,1,Refunded
755,50179,2020-12-22 7:53:05,1,Refunded
756,50209,2020-12-22 21:02:32,2,Replaced
757,48964,2020-12-25 20:27:30,1,Replaced
758,49840,2020-12-28 0:29:57,1,Refunded
759,49340,2020-12-28 4:38:07,1,Rejected
760,50006,2020-12-30 5:29:05,1,Replaced
761,50367,2020-12-31 5:43:56,1,Refunded
762,50359,2020-12-31 15:46:46,1,Refunded
763,49985,2021-01-01 10:33:44,1,Refunded
764,50035,2021-01-02 14:38:17,1,Requested
765,49979,2021-01-02 18:25:53,1,Refunded
766,49451,2021-01-03 2:54:47,1,Refunded
767,50680,2021-01-03 6:02:24,1,Refunded
768,49867,2021-01-04 6:32:55,1,Refunded
769,50754,2021-01-04 19:19:45,1,Replaced
770,50630,2021-01-05 20:54:25,1,Rejected
771,50617,2021-01-08 5:46:59,1,Refunded
772,50901,2021-01-08 17:21:24,1,Replaced
773,50864,2021-01-09 16:27:56,1,Refunded
774,50327,2021-01-12 5:36:09,1,Refunded
775,50439,2021-01-12 16:30:44,1,Refunded
776,51132,2021-01-14 15:56:47,1,Approved
777,51267,2021-01-16 12:38:43,1,Approved
778,49483,2021-01-16 17:37:05,1,Refunded
779,51216,2021-01-17 16:37:54,1,Replaced
780,51172,2021-01-19 8:52:08,1,Approved
781,51308,2021-01-19 12:05:08,1,Refunded
782,51002,2021-01-20 3:53:56,1,Rejected
783,51169,2021-01-23 4:45:39,1,Refunded
784,51694,2021-01-23 15:19:40,1,Refunded
785,51458,2021-01-24 21:01:27,1,Replaced
786,51866,2021-01-26 9:49:49,2,Refunded
787,51665,2021-01-26 12:34:58,1,Requested
788,51879,2021-01-26 16:42:36,1,Refunded
789,51675,2021-01-29 5:38:25,1,Refunded
790,51883,2021-01-29 22:39:37,1,Replaced
791,51897,2021-01-30 3:40:30,2,Refunded
792,51401,2021-01-30 4:13:16,1,Refunded
793,51797,2021-01-31 3:17:40,1,Replaced
794,52042,2021-01-31 19:21:05,1,Refunded
795,51887,2021-02-01 19:54:04,1,Refunded
796,52063,2021-02-01 23:48:28,1,Replaced
797,52082,2021-02-03 5:12:02,1,Replaced
798,52126,2021-02-05 0:06:29,1,Refunded
799,52127,2021-02-05 7:11:59,1,Refunded
800,52349,2021-02-05 21:27:57,1,Refunded
801,52178,2021-02-06 17:03:19,1,Refunded
802,52312,2021-02-07 8:51:56,1,Refunded
803,51691,2021-02-08 2:05:45,1,Refunded
804,52647,2021-02-12 6:33:55,1,Requested
805,51548,2021-02-15 19:51:35,1,Approved
806,51672,2021-02-16 11:30:24,1,Replaced
807,52528,2021-02-18 20:25:33,1,Replaced
808,52712,2021-02-18 21:55:34,1,Refunded
809,52733,2021-02-20 0:44:03,1,Rejected
810,52899,2021-02-20 15:47:00,1,Replaced
811,52999,2021-02-22 7:56:58,1,Approved
812,53275,2021-02-23 9:22:20,1,Refunded
813,52921,2021-02-23 12:12:17,1,Refunded
814,53137,2021-02-23 14:26:50,1,Rejected
815,53019,2021-02-23 17:24:30,1,Refunded
816,52650,2021-02-23 21:11:26,1,Refunded
817,53253,2021-02-24 17:08:03,1,Rejected
818,52820,2021-02-25 15:32:54,1,Refunded
819,53328,2021-02-27 20:43:20,1,Rejected
820,53060,2021-02-27 23:51:37,1,Refunded
821,53307,2021-02-27 23:52:31,1,Rejected
822,53230,2021-03-01 2:20:44,1,Rejected
823,53647,2021-03-02 4:10:55,2,Rejected
824,53232,2021-03-03 20:59:29,1,Refunded
825,53532,2021-03-03 23:49:35,1,Refunded
826,53087,2021-03-05 17:31:57,1,Refunded
827,52910,2021-03-06 12:31:37,1,Replaced
828,53067,2021-03-06 13:50:29,1,Refunded
829,53812,2021-03-06 22:21:17,1,Requested
830,53677,2021-03-07 10:21:05,1,Refunded
831,53755,2021-03-07 11:49:19,1,Replaced
832,52741,2021-03-08 3:34:49,1,Refunded
833,53743,2021-03-08 14:56:13,1,Refunded
834,54004,2021-03-10 19:35:38,1,Refunded
835,53998,2021-03-12 15:28:41,1,Refunded
836,54096,2021-03-14 6:41:27,1,Refunded
837,53794,2021-03-14 17:05:44,1,Replaced
838,53797,2021-03-15 9:07:07,1,Refunded
839,53699,2021-03-15 15:28:43,1,Rejected
840,48202,2021-03-16 1:58:35,1,Approved
841,54144,2021-03-16 4:54:30,1,Refunded
842,52976,2021-03-17 10:07:35,1,Refunded
843,54310,2021-03-19 13:19:28,2,Refunded
844,54011,2021-03-20 20:03:03,1,Refunded
845,53999,2021-03-21 15:20:08,1,Refunded
846,54667,2021-03-23 9:39:01,1,Refunded
847,54410,2021-03-24 2:24:22,3,Refunded
848,54467,2021-03-24 7:48:24,1,Refunded
849,53631,2021-03-25 11:24:59,1,Replaced
850,54739,2021-03-28 7:13:20,2,Refunded
851,54414,2021-03-28 7:27:37,1,Refunded
852,54616,2021-03-30 20:16:22,1,Refunded
853,54918,2021-04-02 3:40:42,1,Refunded
854,54939,2021-04-03 17:16:44,1,Refunded
855,54320,2021-04-04 3:19:26,1,Refunded
856,55176,2021-04-04 7:53:40,2,Rejected
857,54837,2021-04-04 13:32:07,1,Approved
858,54992,2021-04-06 2:34:44,1,Replaced
859,55323,2021-04-07 2:19:52,1,Rejected
860,54909,2021-04-07 13:54:50,1,Refunded
861,54479,2021-04-08 4:16:53,1,Refunded
862,55522,2021-04-08 9:23:22,1,Refunded
863,54825,2021-04-09 10:11:14,1,Refunded
864,55633,2021-04-10 13:36:52,1,Refunded
865,55510,2021-04-10 14:10:42,2,Refunded
866,55571,2021-04-11 7:23:45,2,Refunded
867,55497,2021-04-11 21:05:36,1,Rejected
868,55784,2021-04-12 0:09:05,1,Refunded
869,55555,2021-04-14 1:01:20,3,Requested
870,55698,2021-04-15 7:00:43,1,Refunded
871,56016,2021-04-16 16:55:28,1,Refunded
872,55936,2021-04-20 0:38:31,1,Refunded
873,55979,2021-04-21 9:51:53,1,Rejected
874,55239,2021-04-22 13:58:05,1,Refunded
875,56371,2021-04-22 23:34:57,1,Refunded
876,56285,2021-04-23 10:55:28,1,Refunded
877,55899,2021-04-24 17:09:26,1,Replaced
878,55858,2021-04-25 12:11:50,1,Approved
879,56155,2021-04-26 11:51:51,1,Rejected
880,56464,2021-04-27 10:11:36,2,Replaced
881,51438,2021-04-27 16:57:40,1,Refunded
882,56675,2021-04-30 0:40:43,2,Refunded
883,55292,2021-04-30 8:20:26,1,Refunded
884,56460,2021-05-01 14:37:43,1,Refunded
885,56104,2021-05-02 7:37:37,1,Replaced
886,56797,2021-05-02 19:29:43,1,Refunded
887,56723,2021-05-05 23:57:32,1,Refunded
888,56594,2021-05-08 7:26:50,1,Approved
889,56831,2021-05-08 17:05:47,1,Refunded
890,57002,2021-05-10 6:54:28,1,Replaced
891,56502,2021-05-10 10:48:16,1,Refunded
892,57177,2021-05-10 14:37:54,1,Refunded
893,57296,2021-05-12 20:49:21,1,Refunded
894,57318,2021-05-16 3:46:07,1,Replaced
895,57573,2021-05-17 6:12:20,2,Refunded
896,57587,2021-05-17 10:48:46,1,Refunded
897,57058,2021-05-17 22:07:49,1,Refunded
898,56494,2021-05-18 3:33:21,1,Refunded
899,57329,2021-05-19 11:20:49,1,Rejected
900,57461,2021-05-19 14:17:32,1,Approved
901,57226,2021-05-21 21:58:14,1,Refunded
902,57802,2021-05-21 23:10:48,1,Refunded
903,57868,2021-05-25 9:32:33,1,Refunded
904,57705,2021-05-26 3:02:34,1,Refunded
905,57446,2021-05-27 2:59:16,1,Rejected
906,57810,2021-05-28 6:48:48,1,Refunded
907,58049,2021-05-28 18:34:34,1,Refunded
908,58149,2021-05-28 19:46:57,2,Refunded
909,56811,2021-05-29 3:55:17,1,Approved
910,57351,2021-06-03 9:15:27,1,Refunded
911,58028,2021-06-03 17:20:58,1,Replaced
912,58398,2021-06-03 19:14:51,1,Refunded
913,58022,2021-06-05 8:53:48,1,Replaced
914,58088,2021-06-07 2:17:45,1,Refunded
915,58194,2021-06-09 11:54:08,1,Refunded
916,58821,2021-06-10 16:42:19,1,Refunded
917,56524,2021-06-11 3:24:41,1,Approved
918,58612,2021-06-12 0:50:26,2,Rejected
919,58349,2021-06-12 4:02:18,1,Refunded
920,58789,2021-06-12 15:09:31,1,Replaced
921,58457,2021-06-12 18:55:36,1,Refunded
922,58326,2021-06-13 18:58:33,1,Refunded
923,58938,2021-06-16 3:17:07,1,Rejected
924,59074,2021-06-16 5:30:14,1,Refunded
925,59099,2021-06-17 19:47:24,1,Refunded
926,59135,2021-06-18 12:50:41,1,Refunded
927,59183,2021-06-22 8:08:44,1,Approved
928,59367,2021-06-22 21:20:19,1,Refunded
929,53451,2021-06-23 8:58:53,1,Refunded
930,59499,2021-06-25 1:03:00,1,Approved
931,59492,2021-06-25 20:04:36,1,Replaced
932,59703,2021-06-28 12:13:09,1,Replaced
933,59169,2021-06-28 15:44:38,1,Refunded
934,59966,2021-07-02 0:17:59,1,Refunded
935,60003,2021-07-02 5:44:21,2,Requested
936,59222,2021-07-05 7:22:25,1,Refunded
937,60117,2021-07-06 16:17:50,1,Replaced
938,59945,2021-07-09 22:50:19,1,Requested
939,60071,2021-07-11 8:31:43,1,Replaced
940,60116,2021-07-12 0:21:51,1,Replaced
941,60148,2021-07-12 13:05:34,1,Refunded
942,60318,2021-07-15 15:29:09,1,Approved
943,60432,2021-07-16 6:58:50,1,Rejected
944,59977,2021-07-17 8:22:47,1,Refunded
945,60166,2021-07-18 4:01:47,1,Rejected
946,60504,2021-07-19 1:51:57,1,Refunded
947,60719,2021-07-19 14:14:19,2,Refunded
948,60899,2021-07-20 16:14:36,1,Refunded
949,60659,2021-07-20 23:47:51,2,Requested
950,60351,2021-07-21 1:42:09,1,Refunded
951,60898,2021-07-21 23:59:14,1,Replaced
952,60244,2021-07-24 18:38:43,1,Refunded
953,60884,2021-07-25 12:52:59,1,Replaced
954,60210,2021-07-27 21:19:07,1,Refunded
955,58363,2021-07-28 8:09:19,1,Requested
956,60681,2021-07-29 15:14:26,1,Refunded
957,60931,2021-08-01 21:54:33,1,Refunded
958,60670,2021-08-02 5:57:08,1,Replaced
959,58701,2021-08-02 15:37:56,1,Refunded
960,59414,2021-08-02 18:59:00,1,Refunded
961,61449,2021-08-02 23:47:18,2,Refunded
962,61229,2021-08-04 2:23:32,1,Rejected
963,61570,2021-08-04 8:47:46,1,Refunded
964,61593,2021-08-05 8:10:54,1,Refunded
965,61210,2021-08-05 13:17:41,1,Refunded
966,61856,2021-08-08 6:51:48,2,Rejected
967,61861,2021-08-08 12:03:37,1,Requested
968,60622,2021-08-08 23:06:20,1,Replaced
969,61478,2021-08-11 14:56:39,1,Rejected
970,61786,2021-08-12 4:04:19,1,Refunded
971,61864,2021-08-12 7:51:45,1,Refunded
972,62137,2021-08-13 2:18:20,1,Refunded
973,62001,2021-08-14 13:19:19,1,Replaced
974,61996,2021-08-15 15:06:02,1,Approved
975,62220,2021-08-15 16:34:56,1,Replaced
976,62202,2021-08-15 19:08:35,1,Replaced
977,62123,2021-08-17 9:40:02,2,Rejected
978,62189,2021-08-17 16:03:38,1,Refunded
979,62536,2021-08-19 11:10:38,1,Refunded
980,62382,2021-08-21 0:10:07,1,Refunded
981,61422,2021-08-21 18:26:10,1,Refunded
982,61989,2021-08-22 1:18:51,1,Refunded
983,62314,2021-08-24 2:54:22,1,Refunded
984,62114,2021-08-24 22:20:30,1,Refunded
985,62456,2021-08-26 5:29:01,1,Refunded
986,62362,2021-08-28 7:02:44,1,Replaced
987,62717,2021-08-28 7:59:50,1,Refunded
988,62298,2021-08-29 4:26:28,1,Refunded
989,62201,2021-08-30 3:39:17,1,Refunded
990,60888,2021-08-30 8:58:10,1,Rejected
991,62861,2021-08-31 5:26:18,1,Refunded
992,62489,2021-09-02 8:19:33,1,Refunded
993,63167,2021-09-02 8:57:41,1,Rejected
994,62609,2021-09-02 14:09:28,1,Refunded
995,63380,2021-09-04 3:34:47,1,Refunded
996,63299,2021-09-04 15:50:32,1,Rejected
997,62732,2021-09-05 11:50:15,1,Replaced
998,63472,2021-09-05 23:09:00,1,Refunded
999,63295,2021-09-06 17:51:36,1,Refunded
1000,63553,2021-09-07 22:32:33,1,Replaced
1001,63304,2021-09-08 2:33:36,2,Refunded
1002,63353,2021-09-09 6:55:01,1,Refunded
1003,62217,2021-09-09 12:19:14,1,Refunded
1004,63103,2021-09-09 18:06:14,1,Refunded
1005,63600,2021-09-10 0:53:16,1,Refunded
1006,63748,2021-09-10 23:58:45,1,Replaced
1007,63627,2021-09-11 21:34:39,1,Refunded
1008,63186,2021-09-12 12:56:11,1,Refunded
1009,63719,2021-09-13 12:19:17,1,Rejected
1010,63499,2021-09-14 3:16:20,1,Refunded
1011,63753,2021-09-14 13:15:07,1,Rejected
1012,63804,2021-09-14 19:25:50,1,Refunded
1013,63782,2021-09-14 20:58:28,1,Rejected
1014,63830,2021-09-15 2:33:31,2,Replaced
1015,62792,2021-09-15 21:53:51,1,Replaced
1016,63966,2021-09-17 4:29:45,1,Refunded
1017,63745,2021-09-17 7:23:33,1,Replaced
1018,63897,2021-09-18 7:51:05,3,Refunded
1019,63602,2021-09-18 18:23:01,1,Refunded
1020,63715,2021-09-19 18:39:05,1,Refunded
1021,64281,2021-09-21 10:06:43,1,Refunded
1022,64192,2021-09-22 13:24:47,1,Refunded
1023,63674,2021-09-22 16:47:07,1,Rejected
1024,64483,2021-09-24 13:54:40,1,Refunded
1025,61679,2021-09-24 15:42:46,1,Refunded
1026,64190,2021-09-25 14:39:31,1,Rejected
1027,64422,2021-09-26 14:54:53,1,Refunded
1028,64667,2021-09-28 4:04:31,1,Refunded
1029,64747,2021-09-29 7:11:24,1,Refunded
1030,64621,2021-09-29 16:50:38,1,Refunded
1031,65004,2021-09-30 6:21:05,1,Replaced
1032,64829,2021-10-01 3:19:18,1,Refunded
1033,64833,2021-10-02 0:14:39,1,Refunded
1034,65045,2021-10-03 23:35:27,1,Refunded
1035,64912,2021-10-04 8:36:13,1,Refunded
1036,64708,2021-10-04 19:06:28,1,Refunded
1037,65074,2021-10-05 23:24:16,1,Rejected
1038,63979,2021-10-07 6:06:55,1,Refunded
1039,64643,2021-10-07 9:44:03,1,Refunded
1040,65630,2021-10-07 10:07:31,1,Replaced
1041,65387,2021-10-07 19:51:01,1,Refunded
1042,65310,2021-10-08 2:05:21,1,Approved
1043,65581,2021-10-08 6:47:44,1,Replaced
1044,65794,2021-10-09 8:35:06,3,Refunded
1045,65288,2021-10-09 12:36:05,1,Refunded
1046,65553,2021-10-09 14:37:52,1,Refunded
1047,65479,2021-10-09 17:31:10,1,Refunded
1048,65275,2021-10-09 22:25:30,1,Refunded
1049,64960,2021-10-10 14:18:53,1,Rejected
1050,66045,2021-10-11 2:13:01,2,Refunded
1051,65883,2021-10-11 11:10:25,1,Refunded
1052,66194,2021-10-12 12:36:31,2,Approved
1053,65710,2021-10-12 22:55:04,1,Refunded
1054,66353,2021-10-15 0:36:30,1,Refunded
1055,66471,2021-10-15 2:14:02,1,Refunded
1056,66233,2021-10-15 7:43:35,1,Refunded
1057,64151,2021-10-15 15:40:57,1,Refunded
1058,66211,2021-10-16 9:40:25,1,Replaced
1059,66055,2021-10-16 10:00:32,1,Refunded
1060,64248,2021-10-18 12:20:19,1,Refunded
1061,65815,2021-10-20 8:21:43,1,Refunded
1062,66597,2021-10-20 19:41:41,1,Refunded
1063,66478,2021-10-20 21:04:04,1,Refunded
1064,67028,2021-10-21 9:27:35,1,Refunded
1065,67109,2021-10-21 16:56:42,1,Refunded
1066,66855,2021-10-22 19:15:58,3,Rejected
1067,67124,2021-10-22 23:41:54,1,Refunded
1068,66674,2021-10-24 15:49:17,1,Replaced
1069,66218,2021-10-25 18:01:22,1,Refunded
1070,66733,2021-10-26 12:11:28,1,Rejected
1071,65997,2021-10-26 18:30:45,1,Replaced
1072,66931,2021-10-26 18:59:50,1,Refunded
1073,66953,2021-10-27 19:05:33,1,Replaced
1074,65727,2021-10-28 1:37:01,1,Refunded
1075,67407,2021-10-28 6:33:42,1,Replaced
1076,66235,2021-10-29 14:24:22,1,Refunded
1077,67602,2021-10-29 20:26:55,1,Replaced
1078,67528,2021-10-30 10:00:28,1,Refunded
1079,67660,2021-10-30 21:20:46,1,Approved
1080,65256,2021-10-31 4:09:10,1,Refunded
1081,67110,2021-10-31 7:24:41,1,Refunded
1082,66986,2021-10-31 13:04:21,1,Refunded
1083,67858,2021-11-01 14:19:39,1,Replaced
1084,68210,2021-11-02 4:07:46,1,Rejected
1085,67137,2021-11-02 10:14:03,1,Refunded
1086,68028,2021-11-02 17:45:34,1,Refunded
1087,67751,2021-11-03 15:12:21,1,Refunded
1088,66712,2021-11-03 16:04:19,1,Refunded
1089,67515,2021-11-05 9:03:14,1,Refunded
1090,65844,2021-11-05 11:18:24,1,Refunded
1091,68480,2021-11-05 12:00:10,2,Refunded
1092,68500,2021-11-06 7:31:15,1,Refunded
1093,68049,2021-11-07 18:51:42,1,Rejected
1094,67444,2021-11-09 12:09:28,1,Refunded
1095,69128,2021-11-10 19:31:54,1,Rejected
1096,68808,2021-11-10 21:28:55,1,Refunded
1097,68644,2021-11-11 23:44:41,1,Refunded
1098,67076,2021-11-12 7:42:20,1,Refunded
1099,65726,2021-11-12 19:45:32,1,Replaced
1100,69359,2021-11-13 4:19:23,1,Approved
1101,69062,2021-11-13 10:04:26,1,Refunded
1102,68672,2021-11-13 11:07:38,1,Refunded
1103,66776,2021-11-13 16:06:37,1,Refunded
1104,69375,2021-11-14 16:39:17,1,Rejected
1105,68312,2021-11-15 1:26:17,1,Refunded
1106,69256,2021-11-15 10:27:10,1,Rejected
1107,69618,2021-11-15 15:39:59,1,Refunded
1108,66996,2021-11-16 20:54:54,1,Refunded
1109,68583,2021-11-17 13:36:53,1,Refunded
1110,69129,2021-11-18 0:08:05,1,Replaced
1111,69871,2021-11-18 0:52:20,1,Refunded
1112,69184,2021-11-18 12:30:40,1,Refunded
1113,69518,2021-11-18 20:06:27,1,Requested
1114,69830,2021-11-18 20:10:44,1,Refunded
1115,69835,2021-11-19 10:48:12,1,Refunded
1116,69922,2021-11-20 18:35:48,1,Replaced
