order_detail_id,order_id,variant_id,quantity,discount_percentage
2399,1292,785,1,21.58
2400,1292,206,2,11.99
2401,1293,797,2,25.64
2402,1293,801,1,19.28
2403,1294,414,2,12.77
2404,1294,531,1,14.47
2405,1295,428,1,10.10
2406,1296,721,1,10.95
2407,1297,56,2,8.89
2408,1297,43,1,9.99
2409,1298,797,1,20.18
2410,1299,206,1,11.99
2411,1300,718,1,16.06
2412,1301,338,1,6.10
2413,1302,33,1,0.00
2414,1303,544,1,15.71
2415,1303,666,2,12.92
2416,1304,799,1,27.77
2417,1305,573,1,0.00
2418,1306,210,2,13.99
2419,1306,382,1,7.11
2420,1306,734,1,0.00
2421,1307,288,1,13.60
2422,1308,803,2,25.88
2423,1308,117,3,11.43
2424,1309,651,1,11.41
2425,1309,724,1,14.70
2426,1309,212,4,0.00
2427,1309,722,1,8.45
2428,1310,805,1,17.64
2429,1310,51,1,9.99
2430,1311,551,2,17.92
2431,1311,391,1,9.49
2432,1312,34,1,7.59
2433,1313,544,1,15.90
2434,1314,58,2,11.99
2435,1314,810,4,26.99
2436,1315,338,1,10.52
2437,1315,801,1,18.01
2438,1316,452,1,17.93
2439,1317,799,1,27.65
2440,1318,559,1,16.45
2441,1319,452,1,19.79
2442,1319,783,1,20.47
2443,1320,736,1,8.62
2444,1320,573,1,18.85
2445,1321,7,1,9.99
2446,1321,83,2,11.99
2447,1322,15,2,9.99
2448,1322,808,1,22.38
2449,1323,58,1,11.44
2450,1323,531,2,16.21
2451,1323,34,1,9.99
2452,1324,651,1,11.57
2453,1325,718,1,13.45
2454,1326,801,1,20.47
2455,1326,58,1,11.99
2456,1326,797,1,22.07
2457,1327,449,1,13.20
2458,1328,616,1,10.73
2459,1329,291,1,10.54
2460,1330,653,1,9.30
2461,1331,650,1,11.71
2462,1331,687,1,14.06
2463,1331,783,2,26.55
2464,1331,69,2,11.00
2465,1332,338,1,9.30
2466,1332,798,2,27.19
2467,1333,786,1,24.90
2468,1334,649,1,0.00
2469,1335,452,1,16.11
2470,1335,739,1,9.59
2471,1336,333,1,0.00
2472,1337,531,1,14.52
2473,1338,449,1,13.22
2474,1339,573,1,14.65
2475,1340,797,1,19.17
2476,1341,462,1,16.00
2477,1341,812,2,0.00
2478,1342,559,1,19.96
2479,1343,544,1,18.13
2480,1344,652,1,13.59
2481,1345,809,1,22.56
2482,1346,338,2,11.99
2483,1346,548,1,19.99
2484,1346,531,1,19.23
2485,1347,808,1,19.31
2486,1347,5,2,9.99
2487,1348,423,1,8.24
2488,1349,810,2,26.61
2489,1350,800,3,30.60
2490,1350,783,2,22.91
2491,1350,146,2,5.93
2492,1351,801,1,19.33
2493,1352,531,1,19.61
2494,1352,555,1,12.53
2495,1353,7,1,9.99
2496,1353,452,3,17.88
2497,1354,650,2,16.76
2498,1354,691,1,12.65
2499,1355,574,1,19.61
2500,1356,803,1,21.11
2501,1356,17,1,7.48
2502,1356,380,2,10.95
2503,1357,403,1,12.31
2504,1358,534,1,14.69
2505,1359,649,1,0.00
2506,1359,798,1,27.63
2507,1360,559,1,16.31
2508,1360,810,1,22.71
2509,1361,736,1,7.76
2510,1361,803,1,26.00
2511,1362,530,1,18.99
2512,1363,412,1,16.02
2513,1364,206,1,7.57
2514,1365,7,1,9.46
2515,1365,720,1,12.60
2516,1366,288,3,10.46
2517,1366,797,2,21.25
2518,1366,206,2,11.99
2519,1367,544,1,12.47
2520,1367,452,1,17.74
2521,1368,694,1,17.86
2522,1368,650,1,14.69
2523,1368,799,1,19.36
2524,1369,647,1,14.20
2525,1370,803,1,26.31
2526,1370,49,1,9.99
2527,1370,456,1,17.39
2528,1371,34,2,9.99
2529,1371,57,1,11.99
2530,1371,559,1,16.71
2531,1372,722,1,14.17
2532,1373,7,1,5.59
2533,1374,697,1,15.55
2534,1374,786,1,24.54
2535,1374,575,1,15.25
2536,1374,662,3,9.02
2537,1375,205,1,10.25
2538,1376,449,1,18.31
2539,1376,802,1,23.98
2540,1376,452,2,11.32
2541,1376,804,2,22.93
2542,1377,701,1,12.22
2543,1378,810,1,21.63
2544,1379,43,1,9.99
2545,1380,649,1,10.27
2546,1380,574,1,18.20
2547,1380,92,1,11.99
2548,1381,534,1,17.67
2549,1382,68,1,10.13
2550,1383,664,1,12.49
2551,1384,734,1,3.88
2552,1385,573,1,6.90
2553,1386,33,2,9.01
2554,1386,548,3,19.19
2555,1387,232,1,12.89
2556,1387,222,1,0.00
2557,1388,210,1,0.00
2558,1389,701,1,10.37
2559,1390,783,1,21.23
2560,1390,808,1,19.66
2561,1391,724,1,13.05
2562,1391,783,1,21.53
2563,1392,15,1,9.99
2564,1392,799,1,24.01
2565,1393,574,1,10.36
2566,1393,799,1,22.37
2567,1394,338,1,11.01
2568,1395,394,1,13.70
2569,1395,803,1,19.68
2570,1396,426,1,14.90
2571,1396,452,1,19.20
2572,1396,544,2,13.66
2573,1396,449,1,13.20
2574,1396,333,4,8.09
2575,1397,204,1,11.99
2576,1397,800,1,25.00
2577,1398,803,1,21.59
2578,1399,66,1,11.99
2579,1400,653,1,15.75
2580,1401,786,1,24.44
2581,1401,15,1,9.99
2582,1402,530,1,20.01
2583,1403,721,1,8.06
2584,1404,352,1,0.00
2585,1404,7,3,9.99
2586,1404,350,2,0.00
2587,1404,12,2,9.99
2588,1404,783,4,0.00
2589,1404,695,5,12.77
2590,1405,394,1,7.89
2591,1406,345,2,0.00
2592,1406,812,1,20.76
2593,1406,798,1,25.69
2594,1406,805,2,23.76
2595,1407,403,1,15.99
2596,1408,54,1,11.99
2597,1409,785,1,20.41
2598,1410,452,1,17.46
2599,1410,449,1,15.96
2600,1410,15,2,9.99
2601,1410,681,3,0.00
2602,1411,33,2,9.99
2603,1411,782,1,24.68
2604,1411,462,2,20.80
2605,1412,15,1,9.86
2606,1412,651,1,18.12
2607,1412,544,1,0.00
2608,1413,56,1,11.36
2609,1413,707,1,0.00
2610,1414,449,1,13.75
2611,1414,17,2,9.99
2612,1415,214,1,13.99
2613,1416,57,1,11.99
2614,1417,355,1,6.49
2615,1417,636,1,12.40
2616,1418,54,1,8.96
2617,1418,531,1,15.36
2618,1419,531,1,14.75
2619,1419,690,2,12.86
2620,1419,734,1,8.67
2621,1419,737,1,12.00
2622,1420,66,1,11.99
2623,1421,300,1,6.30
2624,1422,66,1,6.58
2625,1422,535,1,0.00
2626,1423,739,1,4.13
2627,1424,34,1,8.17
2628,1424,63,1,11.99
2629,1425,7,1,9.99
2630,1426,559,1,17.23
2631,1426,531,2,19.50
2632,1427,654,1,6.88
2633,1428,555,1,11.88
2634,1429,428,3,13.22
2635,1429,462,1,17.13
2636,1430,798,1,25.59
2637,1431,442,1,17.74
2638,1432,751,1,0.00
2639,1432,7,3,9.99
2640,1432,719,2,15.02
2641,1432,802,2,20.26
2642,1433,333,2,0.00
2643,1433,801,1,26.68
2644,1434,647,1,10.64
2645,1435,66,1,10.91
2646,1436,739,1,7.51
2647,1437,449,1,10.77
2648,1438,647,1,13.62
2649,1439,810,1,24.70
2650,1440,57,1,7.28
2651,1441,687,1,12.90
2652,1441,801,1,22.34
2653,1441,783,1,0.00
2654,1442,574,2,11.83
2655,1442,339,1,4.75
2656,1442,52,2,9.99
2657,1442,804,3,28.98
2658,1442,783,2,20.88
2659,1443,798,1,22.88
2660,1444,804,1,22.80
2661,1444,800,4,21.25
2662,1445,420,1,13.31
2663,1446,311,1,9.50
2664,1447,17,2,7.53
2665,1448,333,3,8.20
2666,1448,782,1,24.79
2667,1448,797,2,22.91
2668,1449,206,1,6.52
2669,1450,68,1,11.99
2670,1451,666,1,10.46
2671,1452,751,1,0.00
2672,1452,534,1,13.04
2673,1453,420,1,11.57
2674,1454,355,1,3.47
2675,1455,417,1,10.12
2676,1456,532,1,15.93
2677,1456,456,1,13.96
2678,1457,653,1,14.69
2679,1457,391,2,11.13
2680,1458,810,1,22.72
2681,1459,799,2,27.54
2682,1459,803,1,24.82
2683,1460,286,1,9.31
2684,1461,449,1,14.51
2685,1461,666,1,12.77
2686,1462,419,1,0.00
2687,1462,802,3,22.77
2688,1462,810,3,24.93
2689,1463,333,1,9.38
2690,1463,414,1,11.86
2691,1463,338,3,9.79
2692,1464,654,1,13.11
2693,1465,63,1,6.80
2694,1466,555,1,12.56
2695,1467,68,1,8.69
2696,1468,806,1,17.83
2697,1468,812,1,22.96
2698,1469,544,1,15.27
2699,1470,444,1,14.82
2700,1471,651,1,12.60
2701,1472,7,1,9.99
2702,1472,452,1,13.16
2703,1472,812,2,19.29
2704,1472,449,1,13.44
2705,1473,93,1,11.99
2706,1473,42,1,9.99
2707,1473,342,1,9.06
2708,1474,452,1,13.34
2709,1475,544,1,11.96
2710,1476,736,1,4.88
2711,1477,647,1,7.34
2712,1478,204,2,11.87
2713,1479,54,1,11.29
2714,1480,414,1,10.16
2715,1481,805,1,20.24
2716,1482,803,1,18.31
2717,1483,662,1,11.13
2718,1484,785,1,23.55
2719,1485,449,1,15.25
2720,1485,647,1,8.13
2721,1485,707,2,11.48
2722,1485,204,1,10.74
2723,1486,783,1,23.80
2724,1486,533,1,13.57
2725,1487,295,2,11.44
2726,1487,799,3,0.00
2727,1488,462,1,16.39
2728,1488,43,1,0.00
2729,1489,787,1,19.76
2730,1489,17,3,9.99
2731,1490,647,1,10.65
2732,1491,804,2,21.90
2733,1492,302,1,12.03
2734,1492,559,4,17.28
2735,1493,206,1,11.99
2736,1493,647,1,15.14
2737,1494,544,1,13.12
2738,1495,452,1,17.75
2739,1496,452,1,12.79
2740,1497,442,1,11.11
2741,1497,799,1,22.70
2742,1498,544,1,17.63
2743,1499,751,1,0.00
2744,1499,63,1,11.40
2745,1500,206,1,5.16
2746,1501,378,1,11.04
2747,1502,209,1,11.04
2748,1503,736,1,3.95
2749,1503,800,2,24.79
2750,1504,63,1,11.99
2751,1504,809,2,18.62
2752,1505,17,1,7.99
2753,1506,808,2,28.66
2754,1506,751,2,7.32
2755,1506,798,2,21.71
2756,1507,803,1,0.00
2757,1508,355,1,7.87
2758,1508,812,3,20.55
2759,1509,391,1,9.34
2760,1510,452,1,12.38
2761,1511,751,1,8.41
2762,1512,647,1,14.90
2763,1512,462,2,18.03
2764,1513,548,1,19.46
2765,1513,812,1,19.91
2766,1513,810,1,23.94
2767,1514,663,1,0.00
2768,1515,695,1,14.79
2769,1516,723,1,9.37
2770,1516,812,1,29.83
2771,1516,751,1,2.95
2772,1516,797,2,27.84
2773,1517,452,1,0.00
2774,1517,719,1,14.98
2775,1518,797,1,28.84
2776,1519,751,1,3.65
2777,1520,532,1,19.97
2778,1520,804,1,24.59
2779,1521,319,1,10.28
2780,1521,533,3,17.38
2781,1522,206,1,11.99
2782,1523,462,1,14.16
2783,1524,7,1,9.99
2784,1524,17,1,9.99
2785,1525,809,1,0.00
2786,1526,692,1,12.31
2787,1526,452,2,0.00
2788,1526,338,1,6.03
2789,1526,809,2,26.56
2790,1526,803,3,27.93
2791,1527,68,1,5.69
2792,1528,653,1,13.69
2793,1529,532,1,18.21
2794,1529,456,2,17.62
2795,1530,54,1,8.51
2796,1531,17,1,9.40
2797,1532,809,1,22.60
2798,1532,206,2,0.00
2799,1532,204,3,11.99
2800,1532,452,3,12.00
2801,1532,449,1,21.99
2802,1533,798,1,24.54
2803,1534,15,1,9.52
2804,1535,68,1,11.62
2805,1536,156,1,5.96
2806,1537,289,1,12.02
2807,1537,555,1,16.63
2808,1538,786,1,26.58
2809,1538,15,1,9.99
2810,1538,420,3,12.45
2811,1538,452,1,18.71
2812,1539,417,1,11.99
2813,1540,551,1,16.82
2814,1540,381,3,9.16
2815,1540,737,1,0.00
2816,1541,749,1,0.00
2817,1542,530,1,14.13
2818,1542,54,1,10.22
2819,1543,574,1,13.69
2820,1544,15,1,9.99
2821,1544,806,2,0.00
2822,1544,782,2,26.22
2823,1544,544,1,18.28
2824,1545,7,1,8.62
2825,1545,452,2,15.38
2826,1545,449,1,12.84
2827,1546,15,1,6.49
2828,1546,452,2,14.26
2829,1547,5,1,9.99
2830,1547,544,1,13.63
2831,1548,751,1,0.00
2832,1549,452,1,11.43
2833,1550,17,1,8.62
2834,1550,452,1,12.23
2835,1551,333,1,3.09
2836,1552,333,1,6.50
2837,1553,449,2,17.95
2838,1553,804,1,21.53
2839,1554,232,1,13.26
2840,1555,805,1,22.32
2841,1555,7,1,9.99
2842,1556,449,1,18.29
2843,1557,649,1,0.00
2844,1557,690,1,8.56
2845,1558,428,1,10.29
2846,1558,443,1,7.77
2847,1559,694,1,0.00
2848,1560,452,1,18.58
2849,1560,662,1,15.04
2850,1560,333,2,9.32
2851,1561,5,1,9.99
2852,1561,452,1,12.37
2853,1562,205,3,10.60
2854,1563,799,1,19.26
2855,1563,52,1,8.65
2856,1563,803,1,23.01
2857,1564,665,1,16.87
2858,1565,559,1,17.26
2859,1566,5,1,9.99
2860,1567,442,1,16.32
2861,1567,801,1,24.62
2862,1567,806,2,19.74
2863,1567,797,2,0.00
2864,1568,799,1,23.14
2865,1568,544,1,15.23
2866,1568,17,2,9.93
2867,1569,772,2,0.00
2868,1570,419,1,13.04
2869,1571,442,2,12.00
2870,1571,449,2,19.90
2871,1572,17,1,9.61
2872,1572,544,2,19.99
2873,1573,63,1,11.99
2874,1573,810,2,20.47
2875,1574,663,1,15.33
2876,1574,786,3,23.42
2877,1575,654,1,13.72
2878,1576,17,1,9.99
2879,1577,783,1,20.62
2880,1578,783,1,26.24
2881,1578,749,2,0.00
2882,1579,63,1,11.05
2883,1579,559,1,12.42
2884,1579,749,3,8.41
2885,1580,66,1,11.72
2886,1580,555,1,14.29
2887,1580,805,2,0.00
2888,1581,690,2,18.42
2889,1581,664,1,15.81
2890,1581,721,2,13.24
2891,1581,782,2,22.41
2892,1582,799,1,0.00
2893,1583,17,1,9.97
2894,1583,665,1,10.13
2895,1583,737,1,0.00
2896,1584,17,1,8.90
2897,1584,799,1,24.10
2898,1584,449,3,0.00
2899,1585,456,1,13.82
2900,1585,804,1,17.39
2901,1586,739,1,12.45
2902,1586,803,1,21.14
2903,1587,5,2,8.59
2904,1587,799,1,22.05
2905,1588,573,1,12.85
2906,1589,544,1,12.25
2907,1589,449,1,12.19
2908,1590,717,1,0.00
2909,1590,17,2,9.99
2910,1590,786,2,23.17
2911,1591,5,1,9.99
2912,1591,707,1,8.57
2913,1592,721,1,13.48
2914,1592,718,1,11.80
2915,1593,449,1,19.32
2916,1593,772,1,4.36
2917,1593,452,2,0.00
2918,1593,787,2,25.15
2919,1593,786,4,23.78
2920,1594,17,1,8.33
2921,1595,797,1,20.95
2922,1595,449,1,13.62
2923,1596,5,1,9.99
2924,1596,396,1,12.78
2925,1596,15,3,5.94
2926,1597,7,1,7.97
2927,1597,809,2,25.30
2928,1598,797,1,23.11
2929,1599,68,1,0.00
2930,1599,809,1,20.16
2931,1600,530,1,14.78
2932,1601,403,1,15.99
2933,1601,206,1,8.96
2934,1601,204,1,11.31
2935,1602,799,1,24.98
2936,1602,17,1,9.99
2937,1603,456,1,17.68
2938,1604,804,1,26.77
2939,1604,664,1,0.00
2940,1604,333,2,6.86
2941,1605,206,1,11.88
2942,1605,797,1,25.93
2943,1605,416,1,9.42
2944,1605,443,1,12.36
2945,1606,452,1,0.00
2946,1606,798,1,22.88
2947,1606,782,1,26.23
2948,1606,808,3,23.09
2949,1606,751,1,9.15
2950,1607,666,1,11.87
2951,1607,462,1,21.25
2952,1607,810,1,24.21
2953,1608,806,1,23.83
2954,1608,66,1,11.97
2955,1609,683,1,14.25
2956,1610,5,1,9.99
2957,1610,452,1,16.52
2958,1611,806,1,16.97
2959,1612,691,1,14.64
2960,1612,462,1,10.00
2961,1613,797,1,21.50
2962,1613,783,2,20.83
2963,1613,34,1,9.99
2964,1614,214,1,0.00
2965,1614,804,2,0.00
2966,1614,772,2,7.39
2967,1614,783,3,19.89
2968,1614,688,2,10.92
2969,1615,15,1,7.69
2970,1615,797,1,23.97
2971,1616,423,1,13.69
2972,1616,801,1,26.33
2973,1617,456,1,17.67
2974,1617,114,1,0.00
2975,1618,808,1,24.56
2976,1619,684,1,0.00
2977,1619,797,4,23.47
2978,1620,5,1,9.92
2979,1620,206,2,11.58
2980,1620,809,4,21.80
2981,1621,721,1,14.19
2982,1621,664,1,13.12
2983,1621,338,1,7.37
2984,1621,799,4,27.79
2985,1622,96,1,7.08
2986,1623,803,1,0.00
2987,1623,57,1,0.00
2988,1624,800,1,19.67
2989,1625,739,1,0.00
2990,1626,462,1,17.58
2991,1626,534,2,14.86
2992,1627,17,1,9.99
2993,1627,794,1,17.75
2994,1628,650,1,16.13
2995,1628,719,1,14.11
2996,1629,43,1,9.99
2997,1630,68,1,11.99
2998,1630,810,1,22.40
2999,1630,751,2,6.25
3000,1631,202,1,0.00
3001,1632,338,1,9.94
3002,1632,751,1,2.56
3003,1633,232,1,5.16
3004,1634,156,1,11.14
3005,1634,88,1,0.00
3006,1635,416,1,8.71
3007,1636,569,1,14.92
3008,1637,462,1,18.57
3009,1637,443,1,12.07
3010,1638,418,1,11.96
3011,1639,798,1,26.92
3012,1640,548,1,11.12
3013,1641,544,1,16.52
3014,1642,449,1,0.00
3015,1643,38,1,9.99
3016,1644,5,1,9.99
3017,1644,452,1,0.00
3018,1644,801,3,18.19
3019,1645,572,1,14.58
3020,1645,786,1,20.35
3021,1646,810,2,18.21
3022,1646,7,1,9.99
3023,1647,787,1,26.35
3024,1647,452,3,17.50
3025,1648,749,1,2.97
3026,1648,530,2,16.55
3027,1648,804,1,20.09
3028,1649,294,1,12.55
3029,1650,452,1,15.99
3030,1651,694,1,8.75
3031,1651,68,2,10.24
3032,1652,810,1,20.12
3033,1652,531,3,16.36
3034,1653,204,1,7.56
3035,1654,204,1,11.32
3036,1655,653,1,8.59
3037,1655,530,1,12.51
3038,1655,783,4,21.67
3039,1656,532,1,16.77
3040,1657,544,1,13.58
3041,1657,586,1,12.81
3042,1658,788,1,23.80
3043,1658,803,1,26.54
3044,1658,417,1,9.32
3045,1658,797,2,21.99
3046,1659,452,1,14.42
3047,1659,443,1,13.95
3048,1660,381,1,9.98
3049,1660,799,2,21.22
3050,1661,124,1,0.00
3051,1662,531,1,13.21
3052,1662,534,1,12.86
3053,1663,333,1,8.36
3054,1663,17,1,9.99
3055,1663,809,1,28.07
3056,1663,651,2,8.13
3057,1664,204,1,11.99
3058,1664,452,1,11.93
3059,1664,738,1,2.35
3060,1665,358,1,10.04
3061,1666,665,1,15.23
3062,1667,339,1,8.99
3063,1667,786,1,26.71
3064,1667,114,2,9.27
3065,1668,751,1,6.79
3066,1668,338,1,11.99
3067,1669,799,1,20.40
3068,1669,544,1,12.78
3069,1670,772,1,9.89
3070,1671,544,1,14.33
3071,1671,5,1,0.00
3072,1672,462,1,17.09
3073,1672,808,2,22.82
3074,1673,63,1,6.09
3075,1673,808,1,15.08
3076,1674,614,1,15.29
3077,1674,694,2,14.61
3078,1675,535,1,11.43
3079,1676,17,2,5.31
3080,1676,787,1,24.74
3081,1676,808,4,0.00
3082,1677,372,1,9.05
3083,1678,7,1,9.66
3084,1678,449,1,16.86
3085,1678,614,1,11.17
3086,1678,772,1,0.00
3087,1679,778,1,23.74
3088,1680,349,2,11.28
3089,1680,381,1,8.13
3090,1680,573,1,18.24
3091,1681,378,1,7.27
3092,1681,534,1,16.70
3093,1682,544,1,12.90
3094,1683,559,1,10.81
3095,1683,650,1,9.73
3096,1684,17,1,9.99
3097,1685,68,2,11.99
3098,1685,799,1,24.83
3099,1685,804,2,0.00
3100,1686,462,1,15.90
3101,1686,798,1,24.66
3102,1687,204,1,11.99
3103,1688,616,1,0.00
3104,1688,551,1,0.00
3105,1689,805,1,26.74
3106,1689,5,1,8.94
3107,1690,204,2,10.01
3108,1691,739,1,0.00
3109,1692,809,1,26.53
3110,1692,751,1,10.23
3111,1692,535,1,15.03
3112,1693,809,1,23.80
3113,1694,631,1,14.31
3114,1694,723,1,13.36
3115,1695,20,1,7.59
3116,1695,10,1,9.99
3117,1696,799,1,24.47
3118,1697,613,1,16.34
3119,1697,723,1,10.79
3120,1698,652,1,13.71
3121,1698,665,1,18.90
3122,1699,801,1,22.58
3123,1700,783,1,24.67
3124,1700,533,3,11.40
3125,1700,662,1,15.47
3126,1700,654,4,8.94
3127,1701,452,1,15.76
3128,1702,57,1,11.99
3129,1703,531,2,17.99
3130,1703,695,2,11.01
3131,1704,530,1,14.74
3132,1704,456,1,14.65
3133,1705,535,1,14.86
3134,1706,66,1,0.00
3135,1706,810,1,22.03
3136,1706,534,1,10.16
3137,1706,380,2,7.80
3138,1707,548,2,15.12
3139,1707,68,1,0.00
3140,1707,43,2,9.17
3141,1707,559,1,15.34
3142,1708,456,1,12.28
3143,1709,204,1,7.93
3144,1710,653,1,7.49
3145,1711,17,1,7.24
3146,1712,692,1,11.02
3147,1713,347,1,8.12
3148,1714,204,1,6.29
3149,1715,39,1,0.00
3150,1716,751,1,8.74
3151,1716,54,1,11.99
3152,1717,724,1,11.74
3153,1718,17,1,7.83
3154,1719,650,1,8.89
3155,1720,311,1,9.04
3156,1721,804,1,19.73
3157,1721,613,1,9.85
3158,1721,456,2,14.93
3159,1721,619,1,9.40
3160,1721,799,1,25.50
3161,1722,348,2,0.00
3162,1722,801,1,18.82
3163,1723,372,1,10.37
3164,1723,534,1,19.21
3165,1724,680,1,9.27
3166,1725,415,1,15.66
3167,1725,533,1,10.28
3168,1725,804,1,17.77
3169,1726,350,1,7.85
3170,1727,548,1,16.86
3171,1728,794,1,21.05
3172,1729,535,1,10.25
3173,1730,414,1,12.60
3174,1730,797,1,16.86
3175,1731,417,1,14.81
3176,1732,204,1,6.17
3177,1733,7,1,5.61
3178,1734,15,1,9.99
3179,1735,534,1,13.85
3180,1735,319,1,13.86
3181,1736,311,1,11.99
3182,1737,7,1,9.99
3183,1738,782,1,21.43
3184,1739,800,1,24.68
3185,1739,797,1,20.89
3186,1740,695,1,6.44
3187,1741,15,1,6.65
3188,1742,5,1,9.99
3189,1742,799,1,24.50
3190,1742,321,1,7.76
3191,1743,551,1,16.24
3192,1744,548,1,17.91
3193,1744,293,3,8.71
3194,1745,452,1,0.00
3195,1746,219,1,0.00
3196,1746,456,1,0.00
3197,1747,751,1,5.25
3198,1748,204,1,11.99
3199,1749,63,3,11.99
3200,1749,803,1,24.55
3201,1749,66,1,7.02
3202,1750,799,1,19.04
3203,1751,802,1,26.31
3204,1751,612,1,0.00
3205,1751,801,2,25.62
3206,1752,803,2,24.25
3207,1752,533,1,20.19
3208,1752,215,1,0.00
3209,1752,615,3,13.00
3210,1753,667,1,10.61
3211,1754,57,1,9.74
3212,1754,812,2,23.05
3213,1755,7,1,0.00
3214,1755,797,1,19.62
3215,1755,801,1,25.28
3216,1756,5,1,9.99
3217,1757,736,1,4.57
3218,1757,751,1,7.97
3219,1758,288,1,0.00
3220,1759,616,1,15.45
3221,1760,809,1,16.96
3222,1760,684,2,9.79
3223,1760,786,1,22.59
3224,1761,26,1,9.99
3225,1762,122,1,9.87
3226,1763,772,1,3.46
3227,1764,449,1,0.00
3228,1765,721,1,12.96
3229,1766,786,1,17.77
3230,1767,222,1,11.49
3231,1767,662,2,0.00
3232,1768,693,1,10.58
3233,1769,5,1,9.99
3234,1769,812,2,26.61
3235,1770,396,1,12.00
3236,1771,665,1,13.03
3237,1772,802,2,20.10
3238,1772,740,1,6.69
3239,1772,387,4,12.46
3240,1773,476,1,9.56
3241,1773,808,1,20.61
3242,1774,294,1,0.00
3243,1775,302,2,13.49
3244,1775,533,2,14.01
3245,1775,783,1,23.64
3246,1776,449,2,21.99
3247,1776,797,3,0.00
3248,1776,452,3,15.57
3249,1777,561,1,16.83
3250,1778,718,1,10.12
3251,1779,652,1,13.66
3252,1779,419,2,10.79
3253,1780,783,1,21.12
3254,1781,772,1,6.79
3255,1782,229,1,13.99
3256,1783,93,2,4.89
3257,1783,804,1,22.12
3258,1783,358,1,6.97
3259,1784,17,1,8.62
3260,1784,452,1,15.04
3261,1785,544,1,11.91
3262,1786,572,1,0.00
3263,1786,7,1,5.68
3264,1787,720,1,0.00
3265,1788,652,1,15.05
3266,1789,452,1,17.74
3267,1789,17,1,9.99
3268,1790,285,1,11.63
3269,1790,806,1,22.05
3270,1791,216,1,0.00
3271,1791,357,2,7.11
3272,1791,533,1,18.45
3273,1792,452,1,15.91
3274,1793,783,1,22.60
3275,1793,786,1,24.28
3276,1794,380,1,10.67
3277,1794,798,1,19.56
3278,1794,534,2,0.00
3279,1795,298,1,12.47
3280,1796,812,1,28.29
3281,1796,449,1,16.08
3282,1797,229,3,11.65
3283,1797,797,1,19.92
3284,1797,804,3,24.15
3285,1798,797,1,26.23
3286,1799,17,1,7.94
3287,1800,572,1,0.00
3288,1800,569,2,13.22
3289,1801,476,1,18.19
3290,1802,544,1,12.39
3291,1802,17,1,9.99
3292,1802,580,1,6.37
3293,1803,9,1,9.44
3294,1803,701,2,8.65
3295,1804,572,1,15.42
3296,1804,424,1,11.97
3297,1805,442,1,11.44
3298,1806,799,1,20.69
3299,1806,783,1,16.56
3300,1807,443,1,9.84
3301,1808,772,1,10.87
3302,1808,419,1,14.41
3303,1809,544,1,14.59
3304,1810,442,1,11.87
3305,1810,535,1,18.00
3306,1811,544,1,14.85
3307,1812,574,1,15.81
3308,1812,649,2,0.00
3309,1812,803,1,19.87
3310,1813,783,1,21.34
3311,1814,222,2,13.99
3312,1814,462,1,14.15
3313,1814,691,1,5.54
3314,1814,802,1,0.00
3315,1815,452,1,10.33
3316,1815,288,2,9.60
3317,1815,782,3,18.55
3318,1816,544,1,16.13
3319,1817,7,2,9.99
3320,1817,544,1,19.99
3321,1818,683,1,8.78
3322,1818,7,5,9.99
3323,1818,544,1,15.63
3324,1819,561,1,0.00
3325,1819,722,1,12.77
3326,1820,695,1,9.39
3327,1821,720,2,11.27
3328,1821,285,1,0.00
3329,1821,622,2,12.52
3330,1822,417,2,16.15
3331,1822,799,4,26.32
3332,1823,202,1,7.14
3333,1824,544,1,18.01
3334,1824,443,1,14.77
3335,1824,452,1,18.40
3336,1824,740,5,4.58
3337,1825,411,1,10.38
3338,1825,786,1,0.00
3339,1826,808,1,22.37
3340,1827,5,1,9.84
3341,1828,225,1,13.99
3342,1829,68,1,10.53
3343,1829,740,1,0.00
3344,1830,812,1,18.79
3345,1831,17,1,9.99
3346,1832,544,1,17.26
3347,1833,5,1,9.99
3348,1834,544,1,16.63
3349,1835,544,1,19.84
3350,1835,793,1,22.42
3351,1836,299,1,10.26
3352,1837,470,1,13.73
3353,1838,452,1,14.77
3354,1838,289,1,13.99
3355,1838,544,2,12.33
3356,1839,122,1,11.99
3357,1840,665,1,14.68
3358,1841,535,1,17.68
3359,1841,477,3,12.90
3360,1842,724,2,11.74
3361,1842,533,3,16.98
3362,1842,663,1,13.87
3363,1843,548,1,12.71
3364,1844,449,1,15.77
3365,1844,382,2,10.75
3366,1844,800,2,24.39
3367,1844,7,3,9.99
3368,1845,381,1,7.78
3369,1845,809,1,0.00
3370,1846,532,1,12.77
3371,1847,724,1,11.54
3372,1848,533,1,17.74
3373,1848,456,1,20.73
3374,1849,534,1,17.35
3375,1850,5,1,9.99
3376,1851,294,1,13.99
3377,1851,653,1,13.10
3378,1852,379,1,10.10
3379,1852,718,2,8.67
3380,1853,783,2,21.10
3381,1853,532,1,15.59
3382,1853,429,1,15.99
3383,1853,740,1,0.00
3384,1854,797,1,17.95
3385,1855,420,1,13.94
3386,1855,449,1,13.78
3387,1856,717,1,11.41
3388,1856,573,1,0.00
3389,1856,331,2,9.63
3390,1856,412,2,8.64
3391,1856,623,2,9.89
3392,1857,802,2,19.12
3393,1858,304,1,8.48
3394,1858,804,1,20.44
3395,1859,694,2,8.34
3396,1859,452,1,16.69
