purchase_order_detail_id,purchase_order_id,variant_id,quantity
3858,483,568,6
3859,483,565,8
3860,483,564,5
3861,483,566,4
3862,483,560,5
3863,483,561,4
3864,483,562,6
3865,484,780,21
3866,484,9,18
3867,484,338,4
3868,484,202,14
3869,485,196,1
3870,485,198,9
3871,485,199,2
3872,485,522,11
3873,485,189,10
3874,485,523,25
3875,485,192,3
3876,485,190,5
3877,485,525,18
3878,485,191,2
3879,485,193,2
3880,485,524,25
3881,486,113,9
3882,486,108,3
3883,486,381,7
3884,486,115,13
3885,486,581,25
3886,486,116,8
3887,486,104,3
3888,486,107,3
3889,486,102,17
3890,486,103,4
3891,486,379,8
3892,486,97,7
3893,487,639,22
3894,487,646,15
3895,487,638,16
3896,487,645,9
3897,487,642,17
3898,487,640,9
3899,487,641,21
3900,487,643,18
3901,488,62,14
3902,488,54,20
3903,488,698,45
3904,488,692,36
3905,489,666,19
3906,489,665,23
3907,489,667,21
3908,489,664,21
3909,489,662,23
3910,489,663,24
3911,490,415,14
3912,490,619,9
3913,490,318,6
3914,490,624,10
3915,491,244,6
3916,491,243,12
3917,491,249,11
3918,491,245,7
3919,491,238,13
3920,491,241,13
3921,491,235,3
3922,492,483,25
3923,492,481,22
3924,492,480,32
3925,492,482,24
3926,492,490,24
3927,493,148,17
3928,493,156,1
3929,493,146,5
3930,493,710,35
3931,493,708,42
3932,493,143,6
3933,493,149,11
3934,493,139,5
3935,493,140,8
3936,493,154,15
3937,493,709,38
3938,493,151,7
3939,493,142,13
3940,494,323,21
3941,494,5,16
3942,494,538,10
3943,494,451,23
3944,494,541,6
3945,494,201,6
3946,494,16,14
3947,494,207,6
3948,495,601,50
3949,495,792,231
3950,495,510,132
3951,495,513,124
3952,495,790,150
3953,495,796,191
3954,496,182,23
3955,496,184,41
3956,496,177,39
3957,496,187,42
3958,496,178,41
3959,496,714,23
3960,496,183,34
3961,496,188,44
3962,496,186,52
3963,496,181,33
3964,496,185,39
3965,497,89,17
3966,497,70,14
3967,497,76,12
3968,497,527,18
3969,497,364,16
3970,497,84,13
3971,497,73,22
3972,497,589,16
3973,497,363,17
3974,497,81,14
3975,497,95,32
3976,497,69,12
3977,498,168,11
3978,498,162,24
3979,498,520,50
3980,498,157,9
3981,498,173,34
3982,498,163,34
3983,498,159,20
3984,498,170,20
3985,498,165,22
3986,498,172,27
3987,498,166,11
3988,499,512,30
3989,499,793,56
3990,499,515,64
3991,499,790,62
3992,499,599,31
3993,499,791,104
3994,499,792,155
3995,500,559,13
3996,500,459,1
3997,500,396,3
3998,500,358,1
3999,500,345,8
4000,500,785,56
4001,500,626,8
4002,500,27,2
4003,500,399,14
4004,501,142,21
4005,501,709,34
4006,501,143,24
4007,501,712,33
4008,501,155,30
4009,501,145,35
4010,502,671,6
4011,502,670,6
4012,502,668,11
4013,502,672,6
4014,502,669,1
4015,503,93,53
4016,503,78,43
4017,503,85,34
4018,503,96,27
4019,503,584,54
4020,503,362,21
4021,503,585,47
4022,503,71,25
4023,503,89,29
4024,503,77,22
4025,503,528,106
4026,504,358,21
4027,504,636,21
4028,504,47,25
4029,504,626,16
4030,504,307,14
4031,504,311,17
4032,505,52,7
4033,505,784,85
4034,505,551,8
4035,505,45,24
4036,505,460,11
4037,505,42,1
4038,505,343,8
4039,506,654,10
4040,506,649,15
4041,506,648,12
4042,506,651,11
4043,506,647,12
4044,506,652,10
4045,506,653,14
4046,507,166,6
4047,507,164,1
4048,507,520,9
4049,507,165,7
4050,508,410,23
4051,508,406,12
4052,508,616,19
4053,508,612,10
4054,508,615,14
4055,508,316,28
4056,508,624,17
4057,508,625,21
4058,508,315,12
4059,508,413,20
4060,509,723,32
4061,509,722,40
4062,509,724,28
4063,509,721,26
4064,510,535,25
4065,510,807,70
4066,510,811,123
4067,510,534,23
4068,510,809,127
4069,510,810,108
4070,510,805,76
4071,511,128,18
4072,511,130,41
4073,511,134,37
4074,511,133,32
4075,511,121,37
4076,511,123,31
4077,511,120,44
4078,511,704,34
4079,511,129,40
4080,511,127,33
4081,511,136,48
4082,511,135,27
4083,512,678,11
4084,512,677,11
4085,513,281,6
4086,513,284,11
4087,513,272,13
4088,513,283,10
4089,513,270,15
4090,513,276,13
4091,513,279,9
4092,513,753,20
4093,513,275,10
4094,513,282,19
4095,513,277,10
4096,513,756,18
4097,514,107,14
4098,514,115,21
4099,514,104,8
4100,514,580,24
4101,514,106,4
4102,514,102,5
4103,514,111,12
4104,514,109,1
4105,514,114,6
4106,514,103,3
4107,514,384,7
4108,515,587,11
4109,515,92,14
4110,515,526,18
4111,515,71,8
4112,515,364,5
4113,515,585,6
4114,516,412,24
4115,516,623,25
4116,516,320,21
4117,516,315,23
4118,516,619,23
4119,516,618,23
4120,517,515,8
4121,517,517,1
4122,517,512,1
4123,517,599,3
4124,518,613,16
4125,518,620,20
4126,518,416,16
4127,518,318,11
4128,518,618,17
4129,518,412,20
4130,518,410,21
4131,518,315,11
4132,518,319,11
4133,518,415,16
4134,519,252,4
4135,519,248,6
4136,519,235,14
4137,519,241,10
4138,519,234,22
4139,519,242,13
4140,519,239,6
4141,519,247,4
4142,519,244,7
4143,519,236,6
4144,520,294,7
4145,520,293,1
4146,520,290,1
4147,520,295,11
4148,520,445,8
4149,520,286,1
4150,520,292,3
4151,520,288,7
4152,521,392,17
4153,521,34,8
4154,521,400,18
4155,521,33,7
4156,522,296,6
4157,522,293,1
4158,522,445,14
4159,522,286,5
4160,522,291,6
4161,522,288,4
4162,522,294,1
4163,522,292,10
4164,522,290,13
4165,522,285,8
4166,522,287,1
4167,523,165,18
4168,523,171,6
4169,523,175,4
4170,523,161,14
4171,523,521,59
4172,523,164,2
4173,523,173,8
4174,523,172,1
4175,523,166,5
4176,523,169,5
4177,524,405,8
4178,524,549,7
4179,524,31,10
4180,524,548,4
4181,524,44,1
4182,524,46,15
4183,524,23,5
4184,524,354,1
4185,524,459,4
4186,524,629,3
4187,525,596,3
4188,525,792,10
4189,525,512,1
4190,525,600,3
4191,525,789,36
4192,525,517,11
4193,526,422,26
4194,526,465,139
4195,526,467,80
4196,526,735,19
4197,526,427,21
4198,526,740,22
4199,526,471,92
4200,526,731,18
4201,526,421,24
4202,527,413,26
4203,527,317,16
4204,527,408,28
4205,527,410,19
4206,527,414,12
4207,527,615,25
4208,527,318,12
4209,528,21,4
4210,528,42,18
4211,528,52,5
4212,528,629,18
4213,528,25,21
4214,528,461,9
4215,528,459,10
4216,528,308,18
4217,528,341,14
4218,528,46,1
4219,528,783,153
4220,529,720,34
4221,529,302,15
4222,529,297,24
4223,529,299,17
4224,529,304,16
4225,529,719,33
4226,529,298,17
4227,529,301,16
4228,529,300,14
4229,529,718,34
4230,530,92,5
4231,530,74,13
4232,530,86,17
4233,530,586,34
4234,530,368,13
4235,530,90,11
4236,530,71,5
4237,530,361,24
4238,531,783,66
4239,531,348,21
4240,531,44,9
4241,531,45,19
4242,531,402,16
4243,531,39,12
4244,531,30,15
4245,531,557,3
4246,532,546,4
4247,532,332,9
4248,532,11,5
4249,532,3,5
4250,532,543,7
4251,532,542,15
4252,533,665,21
4253,533,663,19
4254,533,664,17
4255,533,667,26
4256,533,666,20
4257,533,662,24
4258,534,235,6
4259,534,245,9
4260,534,244,4
4261,534,238,7
4262,535,90,16
4263,535,88,10
4264,535,83,5
4265,535,73,10
4266,535,588,20
4267,535,585,4
4268,535,80,14
4269,536,335,22
4270,536,775,197
4271,536,539,51
4272,536,202,20
4273,536,205,33
4274,536,536,53
4275,536,778,293
4276,537,223,2
4277,537,214,5
4278,537,373,2
4279,537,211,1
4280,537,374,2
4281,537,224,2
4282,537,232,1
4283,537,377,14
4284,537,378,5
4285,538,782,27
4286,538,24,1
4287,538,395,6
4288,538,30,11
4289,538,630,15
4290,538,627,1
4291,539,438,25
4292,539,728,9
4293,539,436,27
4294,539,726,14
4295,539,725,10
4296,539,437,19
4297,539,727,10
4298,540,103,14
4299,540,106,13
4300,540,102,16
4301,540,579,19
4302,540,113,23
4303,540,109,8
4304,540,582,12
4305,540,114,11
4306,540,384,14
4307,541,771,13
4308,541,503,90
4309,541,504,88
4310,541,506,82
4311,541,507,91
4312,542,195,24
4313,542,189,4
4314,542,525,3
4315,542,199,6
4316,542,523,9
4317,542,193,7
4318,543,291,8
4319,543,294,16
4320,543,445,16
4321,543,289,9
4322,543,288,7
4323,543,296,6
4324,543,286,12
4325,543,295,4
4326,543,293,12
4327,543,285,9
4328,543,444,21
4329,544,272,1
4330,544,270,2
4331,544,281,1
4332,544,273,1
4333,544,277,1
4334,544,755,19
4335,544,276,1
4336,544,753,21
4337,544,280,6
4338,544,279,6
4339,544,282,1
4340,545,11,3
4341,545,541,17
4342,545,779,38
4343,545,325,9
4344,545,18,15
4345,546,390,24
4346,546,605,29
4347,546,607,23
4348,546,687,23
4349,546,685,13
4350,547,770,16
4351,547,505,28
4352,547,504,24
4353,547,507,50
4354,548,433,12
4355,548,86,6
4356,548,93,7
4357,548,84,10
4358,548,75,6
4359,548,585,8
4360,548,94,14
4361,548,369,20
4362,549,183,12
4363,549,177,8
4364,549,715,37
4365,549,179,8
4366,549,714,12
4367,549,188,10
4368,549,181,9
4369,549,713,11
4370,550,203,7
4371,550,330,8
4372,550,329,12
4373,550,780,7
4374,550,778,8
4375,550,2,7
4376,550,1,3
4377,550,448,18
4378,550,20,9
4379,551,676,15
4380,551,674,18
4381,551,673,19
4382,551,675,13
4383,552,20,9
4384,552,328,5
4385,552,339,7
4386,552,539,1
4387,552,2,5
4388,552,775,41
4389,552,329,3
4390,553,773,103
4391,553,547,1
4392,553,8,1
4393,553,774,116
4394,553,6,1
4395,553,447,6
4396,553,779,44
4397,553,206,8
4398,553,16,7
4399,554,132,15
4400,554,136,15
4401,554,119,20
4402,554,135,14
4403,554,118,16
4404,554,134,29
4405,554,122,19
4406,554,703,22
4407,554,706,33
4408,554,700,21
4409,554,125,14
4410,554,128,9
4411,555,162,12
4412,555,163,12
4413,555,519,40
4414,555,167,15
4415,555,157,13
4416,555,174,14
4417,555,175,14
4418,555,518,9
4419,555,158,11
4420,555,161,15
4421,555,164,12
4422,555,160,6
4423,555,159,1
4424,556,719,27
4425,556,717,22
4426,556,298,19
4427,556,301,15
4428,556,300,14
4429,556,302,9
4430,556,304,24
4431,556,303,24
4432,556,299,14
4433,556,305,14
4434,557,278,9
4435,557,274,15
4436,557,756,20
4437,557,275,11
4438,557,279,8
4439,557,284,5
4440,557,283,9
4441,557,272,9
4442,557,755,25
4443,557,280,16
4444,557,277,15
4445,557,753,23
4446,558,780,16
4447,558,333,4
4448,558,334,6
4449,558,12,3
4450,558,6,1
4451,558,5,6
4452,558,17,9
4453,559,332,11
4454,559,780,56
4455,559,11,7
4456,559,19,17
4457,559,4,5
4458,559,773,46
4459,559,453,46
4460,559,338,7
4461,560,7,21
4462,560,18,8
4463,560,452,15
4464,560,208,4
4465,561,35,1
4466,561,31,19
4467,561,42,14
4468,561,392,24
4469,561,351,10
4470,561,461,20
4471,561,557,8
4472,562,688,37
4473,562,603,49
4474,562,680,23
4475,562,686,37
4476,562,390,17
4477,562,681,48
4478,562,679,25
4479,562,389,9
4480,563,798,32
4481,563,803,15
4482,563,532,7
4483,563,802,16
4484,563,530,9
4485,563,533,17
4486,563,804,28
4487,563,797,20
4488,563,800,37
4489,563,531,6
4490,563,801,33
4491,563,799,11
4492,564,663,29
4493,564,666,32
4494,564,662,20
4495,564,665,28
4496,564,667,22
4497,564,664,28
4498,565,547,1
4499,565,333,7
4500,565,6,1
4501,565,536,10
4502,565,8,1
4503,565,334,10
4504,566,724,10
4505,566,722,17
4506,566,721,20
4507,566,723,14
4508,567,5,4
4509,567,7,7
4510,567,14,8
4511,567,775,64
4512,567,778,31
4513,568,673,5
4514,568,674,10
4515,568,676,9
4516,568,675,10
4517,569,712,44
4518,569,142,45
4519,569,152,15
4520,569,148,15
4521,569,153,27
4522,569,711,51
4523,569,147,39
4524,569,143,14
4525,569,155,56
4526,569,151,13
4527,570,16,9
4528,570,327,18
4529,570,1,26
4530,570,447,67
4531,570,328,19
4532,570,450,58
4533,570,448,20
4534,570,5,28
4535,570,777,58
4536,570,324,18
4537,570,537,43
4538,571,132,38
4539,571,118,44
4540,571,707,44
4541,571,125,42
4542,571,117,46
4543,572,36,28
4544,572,549,30
4545,572,31,26
4546,572,781,77
4547,572,457,44
4548,572,788,118
4549,572,355,16
4550,572,341,21
4551,572,356,14
4552,572,403,18
4553,572,48,41
4554,572,463,20
4555,573,67,14
4556,573,691,7
4557,573,690,2
4558,573,54,30
4559,573,56,20
4560,573,608,31
4561,573,697,17
4562,573,63,25
4563,573,59,18
4564,574,303,13
4565,574,718,39
4566,574,302,15
4567,574,300,11
4568,574,305,5
4569,574,301,10
4570,574,719,43
4571,575,276,18
4572,575,271,21
4573,575,756,21
4574,575,754,19
4575,575,277,30
4576,575,284,14
4577,575,282,16
4578,575,755,18
4579,575,273,18
4580,575,270,28
4581,575,280,31
4582,576,168,8
4583,576,160,12
4584,576,520,23
4585,576,159,9
4586,576,166,11
4587,577,641,22
4588,577,639,23
4589,577,645,20
4590,577,642,22
4591,577,644,27
4592,578,722,9
4593,578,721,8
4594,578,723,6
4595,578,724,7
4596,579,601,11
4597,579,600,10
4598,579,512,2
4599,579,796,8
4600,579,513,7
4601,579,510,6
4602,579,509,35
4603,579,794,16
4604,579,791,24
4605,580,675,18
4606,580,674,18
4607,580,676,17
4608,580,673,12
4609,581,159,3
4610,581,163,11
4611,581,158,5
4612,581,160,4
4613,581,162,5
4614,581,172,3
4615,581,175,9
4616,581,166,7
4617,582,35,1
4618,582,46,1
4619,582,51,25
4620,582,33,3
4621,583,779,30
4622,583,547,14
4623,583,329,18
4624,583,536,10
4625,583,333,18
4626,583,336,9
4627,583,201,11
4628,583,20,10
4629,584,12,7
4630,584,450,6
4631,584,10,4
4632,584,537,17
4633,584,330,18
4634,584,18,8
4635,584,7,3
4636,584,340,8
4637,584,774,79
4638,584,543,22
4639,584,326,18
4640,585,452,29
4641,585,454,18
4642,585,447,29
4643,585,538,20
4644,585,12,13
4645,585,18,14
4646,585,15,16
4647,585,208,10
4648,585,16,13
4649,585,539,18
4650,585,328,20
4651,585,450,30
4652,586,522,29
4653,586,192,14
4654,586,197,9
4655,586,195,10
4656,586,194,9
4657,587,788,52
4658,587,352,11
4659,587,351,18
4660,587,555,5
4661,587,551,17
4662,587,399,29
4663,587,36,12
4664,588,204,14
4665,588,779,41
4666,588,773,127
4667,588,450,10
4668,588,449,17
4669,588,546,9
4670,588,777,51
4671,588,7,3
4672,588,5,3
4673,588,15,11
4674,588,542,11
4675,588,322,6
4676,588,2,7
4677,589,731,23
4678,589,468,22
4679,589,465,21
4680,589,426,9
4681,589,733,12
4682,589,472,28
4683,589,419,24
4684,589,418,12
4685,589,464,15
4686,590,468,1
4687,590,737,4
4688,590,732,7
4689,590,472,2
4690,590,477,3
4691,590,739,4
4692,591,37,6
4693,591,550,20
4694,591,457,8
4695,591,34,21
4696,591,786,57
4697,591,33,4
4698,591,558,19
4699,591,28,2
4700,592,347,1
4701,592,405,11
4702,592,786,2
4703,592,51,1
4704,592,550,6
4705,592,634,3
4706,592,551,4
4707,592,394,7
4708,592,787,7
4709,592,397,4
4710,593,673,9
4711,593,676,5
4712,593,674,11
4713,593,675,7
4714,594,373,18
4715,594,221,22
4716,594,378,25
4717,594,213,13
4718,594,215,12
4719,594,216,17
4720,595,536,32
4721,595,204,5
4722,595,540,12
4723,595,17,17
4724,595,774,110
4725,595,11,19
4726,595,7,7
4727,595,327,13
4728,595,448,23
4729,595,325,11
4730,596,378,27
4731,596,231,20
4732,596,372,19
4733,596,376,26
4734,596,213,17
4735,596,211,31
4736,597,439,7
4737,597,725,6
4738,597,727,9
4739,597,728,4
4740,597,438,14
4741,598,464,7
4742,598,468,1
4743,598,473,1
4744,598,738,10
4745,599,114,15
4746,599,112,13
4747,599,578,16
4748,599,110,17
4749,599,102,18
4750,599,379,16
4751,600,394,24
4752,600,633,19
4753,600,342,22
4754,600,550,55
4755,600,455,49
4756,600,558,18
4757,600,28,30
4758,601,52,28
4759,601,32,1
4760,601,343,3
4761,601,788,4
4762,601,627,6
4763,601,24,1
4764,601,786,12
4765,601,51,1
4766,601,310,1
4767,602,678,13
4768,602,677,12
4769,603,35,3
4770,603,348,20
4771,603,347,3
4772,603,548,7
4773,603,43,6
4774,603,457,8
4775,603,36,5
4776,603,342,15
4777,604,451,6
4778,604,1,1
4779,604,321,6
4780,604,336,7
4781,604,453,7
4782,604,777,21
4783,605,543,7
4784,605,326,7
4785,605,10,5
4786,605,780,21
4787,605,454,7
4788,606,715,34
4789,606,179,6
4790,606,186,7
4791,606,184,5
4792,606,177,11
4793,606,188,6
4794,606,187,14
4795,606,713,10
4796,606,178,6
4797,606,185,7
4798,607,619,22
4799,607,625,18
4800,607,417,20
4801,607,413,13
4802,607,623,14
4803,607,616,18
4804,607,621,23
4805,607,320,17
4806,607,318,19
4807,608,756,14
4808,608,754,12
4809,608,283,13
4810,608,275,2
4811,608,278,9
4812,608,284,1
4813,608,270,3
4814,608,280,14
4815,608,279,2
4816,608,274,11
4817,608,282,3
4818,608,276,3
4819,609,607,1
4820,609,688,1
4821,609,683,10
4822,609,605,4
4823,609,603,2
4824,609,679,1
4825,609,685,8
4826,610,670,16
4827,610,672,16
4828,610,668,17
4829,610,669,11
4830,610,671,22
4831,611,350,1
4832,611,41,3
4833,611,47,1
4834,611,554,3
4835,611,49,7
4836,611,633,2
4837,611,33,10
4838,611,393,5
4839,612,482,41
4840,612,761,25
4841,612,764,19
4842,612,488,38
4843,612,483,31
4844,612,491,25
4845,612,485,31
4846,612,763,22
4847,612,484,20
4848,613,221,31
4849,613,757,19
4850,613,760,16
4851,613,218,31
4852,613,371,28
4853,613,214,24
4854,613,377,23
4855,613,209,27
4856,613,758,18
4857,613,217,21
4858,614,168,7
4859,614,167,7
4860,614,169,13
4861,614,176,3
4862,614,172,8
4863,614,519,4
4864,614,174,14
4865,614,164,2
4866,614,160,4
4867,615,668,19
4868,615,672,28
4869,615,669,20
4870,615,670,16
4871,616,500,39
4872,616,498,27
4873,616,495,25
4874,616,768,17
4875,616,497,31
4876,616,766,18
4877,616,494,25
4878,616,502,43
4879,616,499,24
4880,617,201,14
4881,617,205,7
4882,617,330,19
4883,617,17,2
4884,617,453,34
4885,617,454,23
4886,617,776,16
4887,617,207,5
4888,617,541,11
4889,617,544,7
4890,618,514,20
4891,618,517,9
4892,618,596,11
4893,618,600,20
4894,618,789,95
4895,619,340,7
4896,619,448,9
4897,619,540,2
4898,619,451,4
4899,619,537,5
4900,619,208,8
4901,619,538,3
4902,619,8,8
4903,619,450,12
4904,619,329,8
4905,619,335,4
4906,619,541,5
4907,620,788,158
4908,620,404,28
4909,620,405,28
4910,620,50,37
4911,620,26,41
4912,620,51,38
4913,620,33,14
4914,620,38,40
4915,620,35,26
4916,620,549,33
4917,621,174,5
4918,621,167,9
4919,621,160,2
4920,621,521,14
4921,621,161,12
4922,621,518,8
4923,621,175,7
4924,621,172,5
4925,621,162,12
4926,621,164,21
4927,621,159,2
4928,622,496,5
4929,622,495,8
4930,622,500,10
4931,622,499,13
4932,622,767,19
4933,622,494,10
4934,622,502,9
4935,622,766,14
4936,622,501,11
4937,622,498,3
4938,622,768,15
4939,622,497,19
4940,622,765,9
4941,623,724,13
4942,623,723,12
4943,623,722,14
4944,623,721,13
4945,624,456,10
4946,624,355,17
4947,624,34,10
4948,624,32,15
4949,624,462,2
4950,624,559,3
4951,625,262,3
4952,625,266,13
4953,625,258,4
4954,625,260,3
4955,625,267,3
4956,625,257,4
4957,625,259,3
4958,625,253,3
4959,626,63,10
4960,626,54,10
4961,626,61,23
4962,626,695,28
4963,626,609,13
4964,626,64,13
4965,626,53,11
4966,626,62,6
4967,627,654,20
4968,627,649,32
4969,627,650,23
4970,627,652,31
4971,627,651,19
4972,628,232,1
4973,628,213,1
4974,628,211,1
4975,628,209,2
4976,628,225,1
4977,628,216,1
4978,628,231,1
4979,628,210,5
4980,629,676,24
4981,629,675,24
4982,629,673,28
4983,629,674,21
4984,630,594,23
4985,630,592,28
4986,630,593,20
4987,630,591,34
4988,631,371,14
4989,631,372,16
4990,631,758,18
4991,631,215,6
4992,631,370,7
4993,631,214,11
4994,631,373,8
4995,632,383,12
4996,632,381,15
4997,632,104,5
4998,632,113,8
4999,632,103,4
5000,632,105,3
5001,632,107,12
5002,632,379,11
5003,632,108,12
5004,632,106,8
5005,633,631,16
5006,633,38,24
5007,633,554,23
5008,633,400,19
5009,633,785,56
5010,633,784,110
5011,633,306,34
5012,633,781,150
5013,633,25,30
5014,633,308,15
5015,633,404,22
5016,634,299,19
5017,634,718,43
5018,634,302,15
5019,634,304,12
5020,634,719,26
5021,635,273,7
5022,635,271,1
5023,635,281,2
5024,635,272,1
5025,635,282,8
5026,635,276,3
5027,635,755,33
5028,636,35,4
5029,636,782,58
5030,636,21,3
5031,636,358,5
5032,636,631,16
5033,636,457,17
5034,636,27,3
5035,636,398,25
5036,636,463,21
5037,636,31,10
5038,636,461,8
5039,637,259,1
5040,637,261,5
5041,637,269,4
5042,637,255,8
5043,637,254,12
5044,637,263,4
5045,637,265,6
5046,637,253,2
5047,637,262,4
5048,637,258,8
5049,637,260,1
5050,637,267,1
5051,638,250,26
5052,638,242,23
5053,638,235,15
5054,638,241,34
5055,638,236,23
5056,638,249,25
5057,638,240,21
5058,638,243,26
5059,638,247,12
5060,639,636,17
5061,639,29,9
5062,639,307,12
5063,639,552,1
5064,639,309,12
5065,639,39,10
5066,639,781,66
5067,639,637,12
5068,639,48,13
5069,639,47,7
5070,640,723,20
5071,640,721,11
5072,640,724,12
5073,640,722,6
5074,641,616,10
5075,641,621,3
5076,641,408,3
5077,641,409,6
5078,641,416,5
5079,641,417,5
5080,641,316,6
5081,641,620,3
5082,641,625,7
5083,642,447,14
5084,642,340,7
5085,642,10,6
5086,642,322,11
5087,642,329,24
5088,642,201,9
5089,642,321,9
5090,642,331,9
5091,642,780,38
5092,643,484,1
5093,643,763,12
5094,643,493,1
5095,643,486,6
5096,643,764,14
5097,643,480,5
5098,643,479,2
5099,643,487,3
5100,643,481,2
5101,643,762,20
5102,643,488,1
5103,643,761,21
5104,643,492,4
5105,644,425,16
5106,644,465,16
5107,644,420,14
5108,644,737,22
5109,644,468,13
5110,645,420,2
5111,645,428,3
5112,645,475,2
5113,645,474,6
5114,645,469,3
5115,645,739,9
5116,645,421,4
5117,645,734,10
5118,645,467,1
5119,645,473,1
5120,645,740,10
5121,645,466,5
5122,645,429,1
5123,645,735,19
5124,646,663,9
5125,646,662,5
5126,646,664,7
5127,646,667,16
5128,647,192,7
5129,647,524,12
5130,647,193,7
5131,647,200,3
5132,647,194,5
5133,647,191,11
5134,647,525,10
5135,647,198,8
5136,647,199,3
5137,648,319,3
5138,648,623,21
5139,648,412,10
5140,648,316,4
5141,648,622,2
5142,648,616,18
5143,648,621,33
5144,648,611,6
5145,648,408,18
5146,648,409,16
5147,649,462,9
5148,649,356,1
5149,649,39,5
5150,649,627,8
5151,649,26,5
5152,649,308,2
5153,649,23,5
5154,649,788,9
5155,649,347,7
5156,649,47,10
5157,649,549,6
5158,649,395,18
5159,649,396,6
5160,650,729,15
5161,650,730,16
5162,650,441,25
5163,650,440,15
5164,651,230,1
5165,651,760,6
5166,651,371,10
5167,651,370,1
5168,651,759,14
5169,651,373,10
5170,651,218,2
5171,652,693,26
5172,652,66,17
5173,652,68,18
5174,652,67,10
5175,652,54,11
5176,652,385,19
5177,652,694,27
5178,652,691,17
5179,652,57,11
5180,652,386,11
5181,652,59,12
5182,652,63,17
5183,653,642,3
5184,653,645,3
5185,653,639,4
5186,653,646,5
5187,653,643,3
5188,653,640,6
5189,653,641,9
5190,653,644,3
5191,654,752,15
5192,654,750,13
5193,654,443,20
5194,654,749,16
5195,654,442,18
5196,654,751,17
5197,655,685,7
5198,655,686,9
5199,655,683,5
5200,655,389,24
5201,655,602,22
5202,655,687,9
5203,655,679,18
5204,655,606,28
5205,655,688,9
5206,655,682,7
5207,656,737,5
5208,656,468,3
5209,656,429,5
5210,656,471,2
5211,656,736,10
5212,656,473,2
5213,656,465,5
5214,656,731,9
5215,657,48,14
5216,657,36,8
5217,657,549,2
5218,657,352,7
5219,657,357,9
5220,657,396,10
5221,657,397,11
5222,657,393,1
5223,657,559,5
5224,657,635,5
5225,658,583,13
5226,658,105,9
5227,658,112,10
5228,658,380,15
5229,658,110,12
5230,659,347,3
5231,659,47,2
5232,659,461,1
5233,659,357,3
5234,659,456,2
5235,659,553,13
5236,659,308,1
5237,660,523,13
5238,660,197,6
5239,660,196,7
5240,660,522,8
5241,660,194,1
5242,660,200,2
5243,661,644,16
5244,661,639,6
5245,661,645,5
5246,661,640,2
5247,661,642,5
5248,661,641,6
5249,661,638,4
5250,662,403,7
5251,662,31,6
5252,662,549,12
5253,662,402,14
5254,662,51,8
5255,662,356,8
5256,662,27,6
5257,662,310,10
5258,662,345,3
5259,662,785,85
5260,663,802,72
5261,663,801,58
5262,663,530,18
5263,663,800,49
5264,664,285,14
5265,664,295,8
5266,664,286,14
5267,664,291,12
5268,664,290,13
5269,664,288,12
5270,664,287,7
5271,664,292,14
5272,664,289,15
5273,664,445,21
5274,664,296,10
5275,665,278,21
5276,665,281,24
5277,665,274,26
5278,665,282,17
5279,665,272,19
5280,665,284,18
5281,665,276,25
5282,665,283,24
5283,665,273,26
5284,665,275,21
5285,665,279,28
5286,665,754,14
5287,666,667,22
5288,666,662,14
5289,666,666,16
5290,666,663,16
5291,667,672,20
5292,667,668,23
5293,667,669,16
5294,667,670,21
5295,668,584,11
5296,668,433,23
5297,668,72,7
5298,668,77,5
5299,668,94,3
5300,668,364,6
5301,668,75,3
5302,668,361,4
5303,668,89,1
5304,668,80,2
5305,668,87,5
5306,669,549,15
5307,669,463,11
5308,669,783,12
5309,669,459,8
5310,670,723,30
5311,670,721,19
5312,670,724,22
5313,670,722,18
5314,671,783,103
5315,671,628,20
5316,671,345,24
5317,671,459,13
5318,671,346,21
5319,671,344,6
5320,671,782,57
5321,671,358,18
5322,671,352,18
5323,671,632,18
5324,672,401,20
5325,672,457,85
5326,672,309,14
5327,672,350,22
5328,672,44,46
5329,672,557,53
5330,672,34,21
5331,672,46,33
5332,672,553,40
5333,673,261,6
5334,673,264,3
5335,673,256,3
5336,673,260,1
5337,673,266,2
5338,673,265,11
5339,673,257,1
5340,673,253,2
5341,673,259,1
5342,673,254,1
5343,674,428,21
5344,674,477,18
5345,674,466,8
5346,674,424,26
5347,674,426,18
5348,674,421,19
5349,674,471,16
5350,674,422,20
5351,674,474,19
5352,674,740,18
5353,674,475,7
5354,675,449,17
5355,675,332,17
5356,675,336,14
5357,675,11,17
5358,675,450,13
5359,675,4,13
5360,675,779,45
5361,675,328,5
5362,675,452,32
5363,675,447,8
5364,675,541,5
5365,676,230,22
5366,676,220,29
5367,676,217,29
5368,676,378,21
5369,676,377,18
5370,676,759,21
5371,676,375,19
5372,676,370,18
5373,676,231,18
5374,677,153,24
5375,677,710,24
5376,677,711,25
5377,677,708,20
5378,677,142,19
5379,677,712,27
5380,677,146,34
5381,678,695,37
5382,678,68,53
5383,678,61,53
5384,678,691,32
5385,679,559,10
5386,679,788,16
5387,679,553,4
5388,679,634,11
5389,679,635,11
5390,679,22,12
5391,679,557,10
5392,679,41,25
5393,679,632,7
5394,679,25,10
5395,679,307,11
5396,679,392,4
5397,679,358,8
5398,679,349,5
5399,680,23,11
5400,680,51,10
5401,680,399,18
5402,680,629,18
5403,680,558,8
5404,680,395,16
5405,680,783,68
5406,680,52,11
5407,680,343,12
5408,680,43,3
5409,680,31,13
