inventory_id,location_type,store_id,warehouse_id,variant_id,quantity
1805,Warehouse,null,3,320,3
1806,Warehouse,null,3,321,3
1807,Warehouse,null,3,323,3
1808,Warehouse,null,3,324,3
1809,Warehouse,null,3,325,3
1810,Warehouse,null,3,326,3
1811,Warehouse,null,3,327,3
1812,Warehouse,null,3,328,3
1813,Warehouse,null,3,329,3
1814,Warehouse,null,3,331,3
1815,Warehouse,null,3,333,3
1816,Warehouse,null,3,334,3
1817,Warehouse,null,3,335,3
1818,Warehouse,null,3,336,4
1819,Warehouse,null,3,337,3
1820,Warehouse,null,3,338,3
1821,Warehouse,null,3,339,3
1822,Warehouse,null,3,343,3
1823,Warehouse,null,3,352,3
1824,Warehouse,null,3,356,3
1825,Warehouse,null,3,361,3
1826,Warehouse,null,3,362,3
1827,Warehouse,null,3,363,3
1828,Warehouse,null,3,365,3
1829,Warehouse,null,3,366,3
1830,Warehouse,null,3,367,3
1831,Warehouse,null,3,368,3
1832,Warehouse,null,3,369,3
1833,Warehouse,null,3,370,3
1834,Warehouse,null,3,374,3
1835,Warehouse,null,3,377,3
1836,Warehouse,null,3,378,3
1837,Warehouse,null,3,381,3
1838,Warehouse,null,3,382,3
1839,Warehouse,null,3,383,3
1840,Warehouse,null,3,384,3
1841,Warehouse,null,3,385,3
1842,Warehouse,null,3,386,3
1843,Warehouse,null,3,387,3
1844,Warehouse,null,3,388,3
1845,Warehouse,null,3,389,3
1846,Warehouse,null,3,390,3
1847,Warehouse,null,3,401,3
1848,Warehouse,null,3,407,3
1849,Warehouse,null,3,409,3
1850,Warehouse,null,3,410,3
1851,Warehouse,null,3,411,3
1852,Warehouse,null,3,412,3
1853,Warehouse,null,3,415,3
1854,Warehouse,null,3,416,3
1855,Warehouse,null,3,417,3
1856,Warehouse,null,3,418,3
1857,Warehouse,null,3,420,3
1858,Warehouse,null,3,421,3
1859,Warehouse,null,3,422,3
1860,Warehouse,null,3,424,3
1861,Warehouse,null,3,425,3
1862,Warehouse,null,3,426,3
1863,Warehouse,null,3,427,3
1864,Warehouse,null,3,429,3
1865,Warehouse,null,3,430,3
1866,Warehouse,null,3,431,3
1867,Warehouse,null,3,432,3
1868,Warehouse,null,3,435,3
1869,Warehouse,null,3,436,3
1870,Warehouse,null,3,437,3
1871,Warehouse,null,3,438,3
1872,Warehouse,null,3,439,3
1873,Warehouse,null,3,440,3
1874,Warehouse,null,3,441,3
1875,Warehouse,null,3,442,3
1876,Warehouse,null,3,443,3
1877,Warehouse,null,3,444,3
1878,Warehouse,null,3,445,3
1879,Warehouse,null,3,447,6
1880,Warehouse,null,3,448,6
1881,Warehouse,null,3,449,6
1882,Warehouse,null,3,450,6
1883,Warehouse,null,3,452,6
1884,Warehouse,null,3,454,6
1885,Warehouse,null,3,456,6
1886,Warehouse,null,3,457,6
1887,Warehouse,null,3,463,6
1888,Warehouse,null,3,464,6
1889,Warehouse,null,3,465,6
1890,Warehouse,null,3,466,6
1891,Warehouse,null,3,467,6
1892,Warehouse,null,3,468,6
1893,Warehouse,null,3,469,6
1894,Warehouse,null,3,470,6
1895,Store,33,null,471,1
1896,Warehouse,null,3,471,5
1897,Warehouse,null,3,472,6
1898,Warehouse,null,3,474,6
1899,Warehouse,null,3,475,6
1900,Store,34,null,479,1
1901,Warehouse,null,3,479,5
1902,Warehouse,null,3,480,7
1903,Warehouse,null,3,481,6
1904,Store,35,null,482,1
1905,Warehouse,null,3,482,5
1906,Warehouse,null,3,483,6
1907,Warehouse,null,3,484,7
1908,Warehouse,null,3,485,6
1909,Warehouse,null,3,486,7
1910,Store,33,null,487,1
1911,Warehouse,null,3,487,5
1912,Store,35,null,488,1
1913,Warehouse,null,3,488,6
1914,Warehouse,null,3,489,7
1915,Warehouse,null,3,490,7
1916,Warehouse,null,3,491,6
1917,Warehouse,null,3,492,6
1918,Warehouse,null,3,493,6
1919,Warehouse,null,3,494,6
1920,Warehouse,null,3,495,6
1921,Warehouse,null,3,496,6
1922,Warehouse,null,3,497,6
1923,Warehouse,null,3,498,6
1924,Warehouse,null,3,499,6
1925,Warehouse,null,3,500,6
1926,Warehouse,null,3,508,6
1927,Warehouse,null,3,511,6
1928,Warehouse,null,3,513,6
1929,Warehouse,null,3,515,6
1930,Warehouse,null,3,517,6
1931,Store,34,null,518,1
1932,Warehouse,null,3,518,5
1933,Warehouse,null,3,523,6
1934,Warehouse,null,3,524,6
1935,Store,32,null,525,1
1936,Warehouse,null,3,525,5
1937,Warehouse,null,3,526,6
1938,Warehouse,null,3,527,6
1939,Warehouse,null,3,528,6
1940,Warehouse,null,3,529,6
1941,Warehouse,null,3,530,6
1942,Store,34,null,531,1
1943,Warehouse,null,3,531,5
1944,Warehouse,null,3,532,6
1945,Store,35,null,533,1
1946,Warehouse,null,3,533,5
1947,Warehouse,null,3,536,3
1948,Warehouse,null,3,538,3
1949,Warehouse,null,3,539,3
1950,Warehouse,null,3,543,3
1951,Warehouse,null,3,544,3
1952,Warehouse,null,3,545,3
1953,Warehouse,null,3,550,3
1954,Warehouse,null,3,555,3
1955,Warehouse,null,3,559,3
1956,Warehouse,null,3,560,3
1957,Warehouse,null,3,561,3
1958,Warehouse,null,3,563,3
1959,Warehouse,null,3,564,3
1960,Warehouse,null,3,566,3
1961,Warehouse,null,3,567,3
1962,Warehouse,null,3,568,3
1963,Warehouse,null,3,579,3
1964,Warehouse,null,3,580,3
1965,Warehouse,null,3,583,3
1966,Warehouse,null,3,584,3
1967,Warehouse,null,3,585,3
1968,Warehouse,null,3,587,3
1969,Warehouse,null,3,588,3
1970,Warehouse,null,3,589,3
1971,Warehouse,null,3,590,3
1972,Warehouse,null,3,591,3
1973,Warehouse,null,3,592,3
1974,Warehouse,null,3,593,3
1975,Warehouse,null,3,594,3
1976,Warehouse,null,3,595,3
1977,Warehouse,null,3,597,3
1978,Warehouse,null,3,600,3
1979,Warehouse,null,3,602,3
1980,Warehouse,null,3,605,3
1981,Warehouse,null,3,607,3
1982,Warehouse,null,3,608,3
1983,Warehouse,null,3,609,3
1984,Warehouse,null,3,612,3
1985,Warehouse,null,3,613,3
1986,Warehouse,null,3,616,3
1987,Warehouse,null,3,617,3
1988,Warehouse,null,3,618,3
1989,Warehouse,null,3,619,3
1990,Warehouse,null,3,620,3
1991,Warehouse,null,3,621,3
1992,Warehouse,null,3,623,3
1993,Warehouse,null,3,624,3
1994,Warehouse,null,3,625,3
1995,Warehouse,null,3,639,3
1996,Warehouse,null,3,643,3
1997,Warehouse,null,3,644,3
1998,Warehouse,null,3,645,3
1999,Warehouse,null,3,646,3
2000,Warehouse,null,3,656,3
2001,Warehouse,null,3,657,3
2002,Warehouse,null,3,658,3
2003,Warehouse,null,3,659,3
2004,Warehouse,null,3,660,3
2005,Warehouse,null,3,661,3
2006,Warehouse,null,3,662,3
2007,Warehouse,null,3,663,3
2008,Warehouse,null,3,664,3
2009,Warehouse,null,3,665,3
2010,Warehouse,null,3,666,3
2011,Warehouse,null,3,667,3
2012,Warehouse,null,3,673,3
2013,Warehouse,null,3,674,3
2014,Warehouse,null,3,675,3
2015,Warehouse,null,3,676,3
2016,Warehouse,null,3,681,3
2017,Warehouse,null,3,682,3
2018,Warehouse,null,3,683,3
2019,Warehouse,null,3,684,3
2020,Warehouse,null,3,685,3
2021,Warehouse,null,3,686,3
2022,Warehouse,null,3,687,3
2023,Warehouse,null,3,689,3
2024,Warehouse,null,3,692,3
2025,Warehouse,null,3,693,3
2026,Warehouse,null,3,695,3
2027,Warehouse,null,3,696,3
2028,Warehouse,null,3,697,3
2029,Warehouse,null,3,698,3
2030,Warehouse,null,3,699,3
2031,Warehouse,null,3,700,4
2032,Warehouse,null,3,701,3
2033,Warehouse,null,3,702,3
2034,Warehouse,null,3,703,3
2035,Warehouse,null,3,704,3
2036,Warehouse,null,3,705,3
2037,Warehouse,null,3,706,3
2038,Warehouse,null,3,707,3
2039,Warehouse,null,3,708,3
2040,Warehouse,null,3,709,3
2041,Warehouse,null,3,713,3
2042,Warehouse,null,3,714,3
2043,Warehouse,null,3,715,3
2044,Warehouse,null,3,716,3
2045,Warehouse,null,3,717,3
2046,Warehouse,null,3,718,3
2047,Warehouse,null,3,719,3
2048,Warehouse,null,3,720,3
2049,Warehouse,null,3,721,3
2050,Warehouse,null,3,722,3
2051,Warehouse,null,3,723,3
2052,Warehouse,null,3,724,3
2053,Warehouse,null,3,725,4
2054,Warehouse,null,3,726,3
2055,Warehouse,null,3,727,3
2056,Warehouse,null,3,729,3
2057,Warehouse,null,3,730,3
2058,Warehouse,null,3,731,3
2059,Warehouse,null,3,732,3
2060,Warehouse,null,3,733,3
2061,Warehouse,null,3,735,3
2062,Warehouse,null,3,736,3
2063,Warehouse,null,3,737,3
2064,Warehouse,null,3,738,3
2065,Warehouse,null,3,739,3
2066,Warehouse,null,3,740,3
2067,Warehouse,null,3,741,3
2068,Warehouse,null,3,742,3
2069,Warehouse,null,3,744,3
2070,Warehouse,null,3,745,3
2071,Warehouse,null,3,746,3
2072,Warehouse,null,3,747,3
2073,Warehouse,null,3,749,3
2074,Warehouse,null,3,750,3
2075,Warehouse,null,3,751,3
2076,Warehouse,null,3,752,3
2077,Warehouse,null,3,753,3
2078,Warehouse,null,3,754,3
2079,Warehouse,null,3,757,3
2080,Warehouse,null,3,759,3
2081,Warehouse,null,3,762,3
2082,Warehouse,null,3,763,3
2083,Warehouse,null,3,764,3
2084,Warehouse,null,3,765,3
2085,Warehouse,null,3,766,3
2086,Warehouse,null,3,767,3
2087,Warehouse,null,3,768,3
2088,Store,34,null,774,1
2089,Warehouse,null,3,774,5
2090,Store,35,null,775,1
2091,Warehouse,null,3,775,5
2092,Store,34,null,776,1
2093,Warehouse,null,3,776,5
2094,Warehouse,null,3,777,6
2095,Store,35,null,778,1
2096,Warehouse,null,3,778,5
2097,Store,35,null,780,1
2098,Warehouse,null,3,780,5
2099,Warehouse,null,3,781,6
2100,Warehouse,null,3,784,6
2101,Store,33,null,793,1
2102,Warehouse,null,3,793,5
2103,Warehouse,null,3,794,6
2104,Warehouse,null,3,795,6
2105,Store,34,null,798,1
2106,Warehouse,null,3,798,5
2107,Warehouse,null,3,799,6
2108,Store,35,null,800,1
2109,Warehouse,null,3,800,5
2110,Store,35,null,801,1
2111,Warehouse,null,3,801,5
2112,Store,33,null,802,1
2113,Warehouse,null,3,802,5
2114,Warehouse,null,3,803,6
2115,Store,33,null,804,1
2116,Warehouse,null,3,804,5
2117,Warehouse,null,4,1,3
2118,Warehouse,null,4,2,4
2119,Warehouse,null,4,3,3
2120,Warehouse,null,4,5,6
2121,Warehouse,null,4,6,3
2122,Warehouse,null,4,7,3
2123,Warehouse,null,4,8,3
2124,Warehouse,null,4,9,3
2125,Warehouse,null,4,10,3
2126,Warehouse,null,4,11,3
2127,Warehouse,null,4,13,3
2128,Warehouse,null,4,14,3
2129,Warehouse,null,4,15,3
2130,Warehouse,null,4,16,3
2131,Warehouse,null,4,17,3
2132,Warehouse,null,4,18,3
2133,Warehouse,null,4,19,3
2134,Warehouse,null,4,20,3
2135,Warehouse,null,4,22,3
2136,Warehouse,null,4,23,3
2137,Warehouse,null,4,26,3
2138,Warehouse,null,4,27,3
2139,Warehouse,null,4,29,3
2140,Warehouse,null,4,30,3
2141,Warehouse,null,4,31,3
2142,Warehouse,null,4,32,3
2143,Warehouse,null,4,33,3
2144,Warehouse,null,4,34,3
2145,Warehouse,null,4,35,3
2146,Warehouse,null,4,36,3
2147,Warehouse,null,4,39,3
2148,Warehouse,null,4,40,3
2149,Warehouse,null,4,41,3
2150,Warehouse,null,4,42,3
2151,Warehouse,null,4,43,3
2152,Warehouse,null,4,47,4
2153,Warehouse,null,4,48,3
2154,Warehouse,null,4,49,3
2155,Warehouse,null,4,50,3
2156,Warehouse,null,4,51,3
2157,Warehouse,null,4,52,3
2158,Warehouse,null,4,54,3
2159,Warehouse,null,4,55,3
2160,Warehouse,null,4,56,3
2161,Warehouse,null,4,57,3
2162,Warehouse,null,4,58,3
2163,Warehouse,null,4,59,3
2164,Warehouse,null,4,61,3
2165,Warehouse,null,4,64,3
2166,Warehouse,null,4,65,3
2167,Warehouse,null,4,66,3
2168,Warehouse,null,4,70,3
2169,Warehouse,null,4,71,3
2170,Warehouse,null,4,73,3
2171,Warehouse,null,4,74,3
2172,Warehouse,null,4,75,3
2173,Warehouse,null,4,77,3
2174,Warehouse,null,4,79,3
2175,Warehouse,null,4,80,3
2176,Warehouse,null,4,82,3
2177,Warehouse,null,4,85,3
2178,Warehouse,null,4,86,3
2179,Warehouse,null,4,87,3
2180,Warehouse,null,4,88,3
2181,Warehouse,null,4,89,3
2182,Warehouse,null,4,90,3
2183,Warehouse,null,4,92,3
2184,Warehouse,null,4,94,3
2185,Warehouse,null,4,96,3
2186,Warehouse,null,4,97,3
2187,Warehouse,null,4,103,3
2188,Warehouse,null,4,104,3
2189,Warehouse,null,4,107,3
2190,Warehouse,null,4,108,3
2191,Warehouse,null,4,112,3
2192,Warehouse,null,4,113,3
2193,Warehouse,null,4,117,3
2194,Warehouse,null,4,120,3
2195,Warehouse,null,4,121,3
2196,Warehouse,null,4,122,3
2197,Warehouse,null,4,123,3
2198,Warehouse,null,4,124,3
2199,Warehouse,null,4,125,3
2200,Warehouse,null,4,126,3
2201,Warehouse,null,4,127,3
2202,Warehouse,null,4,128,3
2203,Warehouse,null,4,129,3
2204,Warehouse,null,4,130,3
2205,Warehouse,null,4,131,3
2206,Warehouse,null,4,132,3
2207,Warehouse,null,4,133,3
2208,Warehouse,null,4,134,3
2209,Warehouse,null,4,135,3
2210,Warehouse,null,4,136,3
2211,Warehouse,null,4,138,3
2212,Warehouse,null,4,141,3
2213,Warehouse,null,4,145,3
2214,Warehouse,null,4,146,3
2215,Warehouse,null,4,148,3
2216,Warehouse,null,4,153,3
2217,Warehouse,null,4,156,3
2218,Warehouse,null,4,178,3
2219,Warehouse,null,4,179,3
2220,Warehouse,null,4,182,3
2221,Warehouse,null,4,183,3
2222,Warehouse,null,4,184,3
2223,Warehouse,null,4,185,3
2224,Warehouse,null,4,187,3
2225,Warehouse,null,4,188,3
2226,Warehouse,null,4,202,3
2227,Warehouse,null,4,203,3
2228,Warehouse,null,4,204,3
2229,Warehouse,null,4,205,3
2230,Warehouse,null,4,206,3
2231,Warehouse,null,4,207,3
2232,Warehouse,null,4,208,3
2233,Warehouse,null,4,215,3
2234,Warehouse,null,4,218,3
2235,Warehouse,null,4,221,3
2236,Warehouse,null,4,224,3
2237,Warehouse,null,4,229,3
2238,Warehouse,null,4,230,3
2239,Warehouse,null,4,233,3
2240,Warehouse,null,4,234,4
2241,Warehouse,null,4,235,3
2242,Warehouse,null,4,236,3
2243,Warehouse,null,4,237,4
2244,Warehouse,null,4,239,4
2245,Warehouse,null,4,240,3
2246,Warehouse,null,4,243,3
2247,Warehouse,null,4,245,4
2248,Warehouse,null,4,247,4
2249,Warehouse,null,4,248,4
2250,Warehouse,null,4,250,3
2251,Warehouse,null,4,270,3
2252,Warehouse,null,4,273,3
2253,Warehouse,null,4,274,3
2254,Warehouse,null,4,276,3
2255,Warehouse,null,4,278,3
2256,Warehouse,null,4,279,3
2257,Warehouse,null,4,280,3
2258,Warehouse,null,4,282,3
2259,Warehouse,null,4,285,3
2260,Warehouse,null,4,286,4
2261,Warehouse,null,4,288,3
2262,Warehouse,null,4,289,3
2263,Warehouse,null,4,290,3
2264,Warehouse,null,4,291,3
2265,Warehouse,null,4,292,3
2266,Warehouse,null,4,293,4
2267,Warehouse,null,4,294,3
2268,Warehouse,null,4,295,3
2269,Warehouse,null,4,296,3
2270,Warehouse,null,4,297,4
2271,Warehouse,null,4,298,4
2272,Warehouse,null,4,299,4
2273,Warehouse,null,4,300,4
2274,Warehouse,null,4,301,4
2275,Warehouse,null,4,302,3
2276,Warehouse,null,4,303,3
2277,Warehouse,null,4,304,4
2278,Warehouse,null,4,305,3
2279,Warehouse,null,4,306,3
2280,Warehouse,null,4,307,3
2281,Warehouse,null,4,308,3
2282,Warehouse,null,4,309,3
2283,Warehouse,null,4,310,3
2284,Warehouse,null,4,311,3
2285,Warehouse,null,4,312,3
2286,Warehouse,null,4,313,3
2287,Warehouse,null,4,314,3
2288,Warehouse,null,4,316,3
2289,Warehouse,null,4,317,3
2290,Warehouse,null,4,318,3
2291,Warehouse,null,4,319,3
2292,Warehouse,null,4,321,3
2293,Warehouse,null,4,322,3
2294,Warehouse,null,4,323,3
2295,Warehouse,null,4,324,3
2296,Warehouse,null,4,325,3
2297,Warehouse,null,4,326,3
2298,Warehouse,null,4,327,3
2299,Warehouse,null,4,328,3
2300,Warehouse,null,4,329,3
2301,Warehouse,null,4,330,3
2302,Warehouse,null,4,332,3
2303,Warehouse,null,4,333,3
2304,Warehouse,null,4,334,3
2305,Warehouse,null,4,335,3
2306,Warehouse,null,4,336,3
2307,Warehouse,null,4,337,3
2308,Warehouse,null,4,338,3
2309,Warehouse,null,4,339,3
2310,Warehouse,null,4,340,3
2311,Warehouse,null,4,342,3
2312,Warehouse,null,4,343,3
2313,Warehouse,null,4,345,3
2314,Warehouse,null,4,346,3
2315,Warehouse,null,4,348,3
2316,Warehouse,null,4,350,3
2317,Warehouse,null,4,351,3
2318,Warehouse,null,4,354,3
2319,Warehouse,null,4,358,3
2320,Warehouse,null,4,360,3
2321,Warehouse,null,4,362,3
2322,Warehouse,null,4,363,3
2323,Warehouse,null,4,364,3
2324,Warehouse,null,4,367,3
2325,Warehouse,null,4,370,3
2326,Warehouse,null,4,374,3
2327,Warehouse,null,4,377,3
2328,Warehouse,null,4,379,3
2329,Warehouse,null,4,384,4
2330,Warehouse,null,4,385,3
2331,Warehouse,null,4,386,3
2332,Warehouse,null,4,387,3
2333,Warehouse,null,4,388,3
2334,Warehouse,null,4,390,3
2335,Warehouse,null,4,391,3
2336,Warehouse,null,4,392,3
2337,Warehouse,null,4,394,3
2338,Warehouse,null,4,395,3
2339,Warehouse,null,4,396,3
2340,Warehouse,null,4,399,3
2341,Warehouse,null,4,400,3
2342,Warehouse,null,4,402,3
2343,Warehouse,null,4,403,3
2344,Warehouse,null,4,404,3
2345,Warehouse,null,4,405,3
2346,Warehouse,null,4,406,3
2347,Warehouse,null,4,407,3
2348,Warehouse,null,4,408,3
2349,Warehouse,null,4,409,3
2350,Warehouse,null,4,411,3
2351,Warehouse,null,4,413,3
2352,Warehouse,null,4,414,3
2353,Warehouse,null,4,415,3
2354,Warehouse,null,4,417,3
2355,Warehouse,null,4,418,3
2356,Warehouse,null,4,421,3
2357,Warehouse,null,4,422,3
2358,Warehouse,null,4,424,3
2359,Warehouse,null,4,425,3
2360,Warehouse,null,4,426,3
2361,Warehouse,null,4,427,3
2362,Warehouse,null,4,428,3
2363,Warehouse,null,4,430,3
2364,Warehouse,null,4,431,3
2365,Warehouse,null,4,432,3
2366,Warehouse,null,4,433,3
2367,Warehouse,null,4,440,3
2368,Warehouse,null,4,441,3
2369,Warehouse,null,4,442,3
2370,Warehouse,null,4,443,3
2371,Warehouse,null,4,444,3
2372,Warehouse,null,4,445,3
2373,Warehouse,null,4,446,7
2374,Warehouse,null,4,447,6
2375,Warehouse,null,4,448,6
2376,Warehouse,null,4,449,6
2377,Warehouse,null,4,450,7
2378,Warehouse,null,4,451,6
2379,Warehouse,null,4,452,6
2380,Store,30,null,453,1
2381,Warehouse,null,4,453,5
2382,Warehouse,null,4,454,7
2383,Warehouse,null,4,455,6
2384,Warehouse,null,4,456,7
2385,Store,28,null,459,1
2386,Warehouse,null,4,459,5
2387,Warehouse,null,4,463,6
2388,Warehouse,null,4,464,6
2389,Warehouse,null,4,465,6
2390,Warehouse,null,4,466,6
2391,Warehouse,null,4,468,6
2392,Warehouse,null,4,471,6
2393,Warehouse,null,4,472,6
2394,Warehouse,null,4,474,6
2395,Warehouse,null,4,475,6
2396,Warehouse,null,4,476,6
2397,Store,29,null,477,1
2398,Warehouse,null,4,477,5
2399,Warehouse,null,4,479,6
2400,Warehouse,null,4,482,6
2401,Warehouse,null,4,483,6
2402,Store,28,null,484,1
2403,Warehouse,null,4,484,5
2404,Warehouse,null,4,485,6
2405,Warehouse,null,4,487,6
2406,Store,31,null,488,1
2407,Warehouse,null,4,488,5
2408,Store,31,null,490,1
2409,Warehouse,null,4,490,5
2410,Warehouse,null,4,491,6
2411,Warehouse,null,4,493,6
2412,Store,30,null,494,1
2413,Warehouse,null,4,494,5
2414,Warehouse,null,4,495,6
2415,Warehouse,null,4,496,6
2416,Warehouse,null,4,497,6
2417,Warehouse,null,4,498,6
2418,Warehouse,null,4,499,6
2419,Warehouse,null,4,500,6
2420,Warehouse,null,4,501,6
2421,Warehouse,null,4,502,6
2422,Warehouse,null,4,503,7
2423,Warehouse,null,4,504,6
2424,Warehouse,null,4,505,6
2425,Warehouse,null,4,506,6
2426,Warehouse,null,4,507,6
2427,Warehouse,null,4,512,6
2428,Warehouse,null,4,526,6
2429,Warehouse,null,4,527,6
2430,Warehouse,null,4,528,6
2431,Store,30,null,529,1
2432,Warehouse,null,4,529,5
2433,Warehouse,null,4,530,6
2434,Warehouse,null,4,531,6
2435,Warehouse,null,4,533,6
2436,Warehouse,null,4,536,3
2437,Warehouse,null,4,537,3
2438,Warehouse,null,4,538,3
2439,Warehouse,null,4,539,4
2440,Warehouse,null,4,540,3
2441,Warehouse,null,4,541,3
2442,Warehouse,null,4,542,4
2443,Warehouse,null,4,543,3
2444,Warehouse,null,4,544,4
2445,Warehouse,null,4,545,3
2446,Warehouse,null,4,546,3
2447,Warehouse,null,4,547,3
2448,Warehouse,null,4,549,3
2449,Warehouse,null,4,552,3
2450,Warehouse,null,4,554,3
2451,Warehouse,null,4,556,3
2452,Warehouse,null,4,557,3
2453,Warehouse,null,4,558,3
2454,Warehouse,null,4,559,3
2455,Warehouse,null,4,560,3
2456,Warehouse,null,4,561,3
2457,Warehouse,null,4,562,3
2458,Warehouse,null,4,563,3
2459,Warehouse,null,4,564,3
2460,Warehouse,null,4,565,3
2461,Warehouse,null,4,566,3
2462,Warehouse,null,4,567,3
2463,Warehouse,null,4,568,3
2464,Warehouse,null,4,580,3
2465,Warehouse,null,4,582,3
2466,Warehouse,null,4,585,3
2467,Warehouse,null,4,586,3
2468,Warehouse,null,4,587,3
2469,Warehouse,null,4,588,3
2470,Warehouse,null,4,589,3
2471,Warehouse,null,4,590,3
2472,Warehouse,null,4,591,3
2473,Warehouse,null,4,593,3
2474,Warehouse,null,4,594,3
2475,Warehouse,null,4,595,3
2476,Warehouse,null,4,596,3
2477,Warehouse,null,4,597,3
2478,Warehouse,null,4,602,3
2479,Warehouse,null,4,603,3
2480,Warehouse,null,4,604,3
2481,Warehouse,null,4,605,3
2482,Warehouse,null,4,606,3
2483,Warehouse,null,4,607,3
2484,Warehouse,null,4,608,3
2485,Warehouse,null,4,609,3
2486,Warehouse,null,4,610,4
2487,Warehouse,null,4,612,3
2488,Warehouse,null,4,613,3
2489,Warehouse,null,4,614,3
2490,Warehouse,null,4,616,3
2491,Warehouse,null,4,618,3
2492,Warehouse,null,4,619,3
2493,Warehouse,null,4,621,3
2494,Warehouse,null,4,622,3
2495,Warehouse,null,4,623,3
2496,Warehouse,null,4,625,3
2497,Warehouse,null,4,627,3
2498,Warehouse,null,4,629,3
2499,Warehouse,null,4,630,3
2500,Warehouse,null,4,631,3
2501,Warehouse,null,4,632,3
2502,Warehouse,null,4,633,3
2503,Warehouse,null,4,634,3
2504,Warehouse,null,4,635,3
2505,Warehouse,null,4,636,3
2506,Warehouse,null,4,637,3
2507,Warehouse,null,4,639,3
2508,Warehouse,null,4,640,3
2509,Warehouse,null,4,641,3
2510,Warehouse,null,4,643,3
2511,Warehouse,null,4,645,3
2512,Warehouse,null,4,646,3
2513,Warehouse,null,4,647,3
2514,Warehouse,null,4,648,3
2515,Warehouse,null,4,649,3
2516,Warehouse,null,4,650,3
2517,Warehouse,null,4,651,3
2518,Warehouse,null,4,652,3
2519,Warehouse,null,4,653,3
2520,Warehouse,null,4,654,3
2521,Warehouse,null,4,655,3
2522,Warehouse,null,4,656,3
2523,Warehouse,null,4,657,3
2524,Warehouse,null,4,658,3
2525,Warehouse,null,4,661,3
2526,Warehouse,null,4,662,3
2527,Warehouse,null,4,663,3
2528,Warehouse,null,4,664,3
2529,Warehouse,null,4,665,3
2530,Warehouse,null,4,666,3
2531,Warehouse,null,4,667,3
2532,Warehouse,null,4,673,3
2533,Warehouse,null,4,674,3
2534,Warehouse,null,4,675,3
2535,Warehouse,null,4,676,3
2536,Warehouse,null,4,677,3
2537,Warehouse,null,4,678,3
2538,Warehouse,null,4,681,3
2539,Warehouse,null,4,683,3
2540,Warehouse,null,4,686,3
2541,Warehouse,null,4,687,3
2542,Warehouse,null,4,689,3
2543,Warehouse,null,4,690,3
2544,Warehouse,null,4,691,3
2545,Warehouse,null,4,692,3
2546,Warehouse,null,4,693,3
2547,Warehouse,null,4,694,3
2548,Warehouse,null,4,696,3
2549,Warehouse,null,4,697,3
2550,Warehouse,null,4,699,3
2551,Warehouse,null,4,702,3
2552,Warehouse,null,4,706,3
2553,Warehouse,null,4,707,3
2554,Warehouse,null,4,708,3
2555,Warehouse,null,4,709,3
2556,Warehouse,null,4,710,3
2557,Warehouse,null,4,711,3
2558,Warehouse,null,4,715,3
2559,Warehouse,null,4,716,3
2560,Warehouse,null,4,717,3
2561,Warehouse,null,4,718,3
2562,Warehouse,null,4,719,3
2563,Warehouse,null,4,720,3
2564,Warehouse,null,4,721,3
2565,Warehouse,null,4,722,3
2566,Warehouse,null,4,723,3
2567,Warehouse,null,4,724,3
2568,Warehouse,null,4,729,3
2569,Warehouse,null,4,730,3
2570,Warehouse,null,4,732,3
2571,Warehouse,null,4,734,3
2572,Warehouse,null,4,735,3
2573,Warehouse,null,4,737,3
2574,Warehouse,null,4,738,3
2575,Warehouse,null,4,740,3
2576,Warehouse,null,4,741,3
2577,Warehouse,null,4,742,3
2578,Warehouse,null,4,743,3
2579,Warehouse,null,4,744,3
2580,Warehouse,null,4,745,3
2581,Warehouse,null,4,746,3
2582,Warehouse,null,4,748,3
2583,Warehouse,null,4,749,3
2584,Warehouse,null,4,750,3
2585,Warehouse,null,4,751,3
2586,Warehouse,null,4,752,3
2587,Warehouse,null,4,754,3
2588,Warehouse,null,4,755,3
2589,Warehouse,null,4,756,3
2590,Warehouse,null,4,757,3
2591,Warehouse,null,4,758,3
2592,Warehouse,null,4,759,3
2593,Warehouse,null,4,760,3
2594,Warehouse,null,4,761,3
2595,Warehouse,null,4,762,3
2596,Warehouse,null,4,765,3
2597,Warehouse,null,4,766,3
2598,Warehouse,null,4,767,3
2599,Warehouse,null,4,768,3
2600,Warehouse,null,4,769,3
2601,Warehouse,null,4,770,3
2602,Warehouse,null,4,771,3
2603,Warehouse,null,4,773,6
2604,Store,31,null,774,1
2605,Warehouse,null,4,774,5
2606,Warehouse,null,4,775,6
2607,Warehouse,null,4,776,6
2608,Warehouse,null,4,777,6
2609,Warehouse,null,4,778,7
2610,Warehouse,null,4,779,6
2611,Warehouse,null,4,780,6
2612,Warehouse,null,4,781,6
2613,Warehouse,null,4,783,6
2614,Warehouse,null,4,784,6
2615,Store,31,null,786,1
2616,Warehouse,null,4,786,5
2617,Store,29,null,787,1
2618,Warehouse,null,4,787,5
2619,Store,30,null,788,1
2620,Warehouse,null,4,788,5
2621,Warehouse,null,4,791,6
2622,Warehouse,null,4,793,6
2623,Store,31,null,797,1
2624,Warehouse,null,4,797,5
2625,Store,31,null,799,1
2626,Warehouse,null,4,799,5
2627,Store,31,null,800,1
2628,Warehouse,null,4,800,5
2629,Warehouse,null,4,801,6
2630,Warehouse,null,4,803,6
2631,Warehouse,null,4,804,6
